pmcid,pmid,doi,created
PMC1289304,16308357,10.1136/bmj.331.7527.1214,2005-11-01
PMC1283291,NA,10.1136/bmj.331.7525.1149,2005-11-01
PMC2626419,16283044,/s0042-96862005001000004,2005-10-01
PMC2626416,16283045,/s0042-96862005001000005,2005-10-01
PMC1283192,16269494,10.1136/bmj.331.7524.1066,2005-11-01
PMC1403319,16370578,NA,2005-11-01
PMC1867551,16258152,10.1016/s1525-1578(10)60587-9,2005-11-01
PMC3382390,23074468,NA,2005-11-01
PMC2896321,16282940,10.1097/01.inf.0000183768.84890.ae,2005-11-01
PMC1273475,16254279,10.1136/bmj.331.7523.981-a,2005-10-01
PMC1273446,16254301,10.1136/bmj.331.7523.986,2005-10-01
PMC1261177,16239673,10.1136/bmj.331.7522.921,2005-10-01
PMC1246105,NA,NA,2005-10-01
PMC1524877,16294700,NA,2005-10-01
PMC1888488,16237214,10.1016/s1525-1578(10)60575-2,2005-10-01
PMC2626342,16211163,NA,2005-09-30
PMC1271393,16252244,10.1086/497613,2005-09-29
PMC2626318,16184276,/s0042-96862005000800010,2005-08-01
PMC2626316,16184278,/s0042-96862005000800012,2005-08-01
PMC2626310,16184268,/s0042-96862005000800002,2005-08-01
PMC1215589,16166129,10.1136/bmj.331.7517.596-b,2005-09-01
PMC1283095,16123363,10.2337/diabetes.54.9.2727,2005-09-01
PMC1497761,16224982,10.1177/003335490512000504,2005-09-01
PMC1497752,16224986,10.1177/003335490512000508,2005-09-01
PMC1188130,NA,NA,2005-08-01
PMC1188095,16110053,10.1136/bmj.331.7514.413,2005-08-01
PMC1383728,16082408,NA,2005-08-04
PMC1603565,16049331,10.1016/s0002-9440(10)62989-6,2005-08-01
PMC1180421,16187715,NA,2005-08-01
PMC1240032,16450013,NA,2005-08-01
PMC1368960,16101513,10.2174/1566523054546224,2005-08-01
PMC2560890,19791010,NA,2005-08-01
PMC1181260,16052005,10.1136/bmj.331.7511.254,2005-07-01
PMC1181258,NA,NA,2005-07-01
PMC558518,NA,NA,2005-07-01
PMC1720477,NA,NA,2005-07-01
PMC1472775,16004763,NA,2005-07-01
PMC4428613,15972675,10.4049/jimmunol.175.1.413,2005-07-01
PMC3349400,22605957,NA,2005-07-01
PMC2722969,19675838,10.1093/pch/10.6.317,2005-07-01
PMC558424,15961834,10.1136/bmj.330.7505.1450-b,2005-06-01
PMC1602407,15920160,10.1016/s0002-9440(10)62485-6,2005-06-01
PMC558127,15920125,10.1136/bmj.330.7502.1230-c,2005-05-01
PMC2831589,16018568,NA,2005-05-01
PMC1090452,16018566,NA,2005-05-01
PMC1090447,16018561,NA,2005-05-01
PMC3347970,15847723,10.1007/s11908-005-0036-7,2005-05-01
PMC557132,15860802,10.1136/bmj.330.7498.977,2005-04-01
PMC1584280,16874021,10.4161/auto.1.1.1589,2005-04-04
PMC555869,NA,NA,2005-04-01
PMC1082943,15858629,NA,2005-04-01
PMC1200725,16200173,10.1080/08998280.2005.11928065,2005-04-01
PMC1200711,16200159,10.1080/08998280.2005.11928049,2005-04-01
PMC2624207,15798838,/s0042-96862005000300007,2005-03-16
PMC1602352,15743792,10.1016/s0002-9440(10)62301-2,2005-03-01
PMC1052015,15765143,10.1172/JCI200524507,2005-03-01
PMC548715,15705671,10.1136/bmj.330.7487.321,2005-02-01
PMC548171,NA,10.1136/bmj.330.7486.275,2005-02-01
PMC1463211,15720926,NA,2005-02-01
PMC3211568,15757044,NA,2005-02-01
PMC3211558,15757043,NA,2005-02-01
PMC1082864,15825518,NA,2005-02-01
PMC1560848,16779273,NA,2005-01-01
PMC1266255,15667777,NA,2005-01-01
PMC2095008,18159521,10.1155/2005/958678,2005-01-01
PMC1082856,15759828,10.4141/cjas66-008,2005-01-01
PMC5292138,16167882,10.1615/critrevimmunol.v25.i4.30,2005-01-01
PMC545145,17219703,NA,2005-01-01
PMC545132,15685285,NA,2005-01-01
PMC4880470,15643158,10.1097/01.jom.0000150207.18085.41,2005-01-01
PMC2891530,15665707,10.1097/01.inf.0000148882.97399.79,2005-01-01
PMC2569989,16025708,10.1177/00333549051200s112,2005-01-01
PMC2569985,16028330,10.1177/00333549051200s108,2005-01-01
PMC2569983,16025704,10.1177/00333549051200s106,2005-01-01
PMC535962,15604169,10.1136/bmj.329.7480.1427,2004-12-01
PMC1732642,NA,NA,2004-12-01
PMC527299,NA,NA,2004-11-01
PMC1691871,15602804,10.1098/rspb.2004.2865,2004-11-01
PMC529389,15550417,10.1136/bmj.329.7476.1204-a,2004-11-01
PMC527743,15539694,10.1136/bmj.329.7475.1186-b,2004-11-01
PMC527677,NA,NA,2004-11-01
PMC526148,15528603,10.1136/bmj.329.7474.1064-e,2004-11-01
PMC526127,15528624,10.1136/bmj.329.7474.1096,2004-11-01
PMC2094993,18159512,10.1155/2004/238126,2004-11-01
PMC2094990,18159508,10.1155/2004/964258,2004-11-01
PMC4066412,24966663,10.1287/ijoc.1040.0087,2004-01-01
PMC1757874,NA,NA,2004-11-01
PMC523101,NA,NA,2004-10-01
PMC5319420,15470017,10.4049/jimmunol.173.8.4779,2004-10-01
PMC1111362,15581226,NA,2004-10-01
PMC1200681,16200129,10.1080/08998280.2004.11928005,2004-10-01
PMC517626,15374891,10.1136/bmj.329.7467.633,2004-09-01
PMC2622924,15375452,/s0042-96862004000800012,2004-08-01
PMC516142,15345623,10.1136/bmj.329.7465.532-b,2004-09-01
PMC3564298,23397379,NA,2004-09-01
PMC2622975,15628206,NA,2004-09-01
PMC514595,15343375,10.1172/JCI200422812,2004-09-01
PMC1770424,NA,NA,2004-09-01
PMC1732897,15310810,NA,2004-09-01
PMC1732873,15310811,NA,2004-09-01
PMC509389,15310622,10.1136/bmj.329.7462.403-b,2004-08-01
PMC509335,NA,NA,2004-08-01
PMC1720037,NA,NA,2004-08-01
PMC1747115,15282397,NA,2004-08-01
PMC1747093,15282399,10.1136/thx.2003.019059,2004-08-01
PMC1747089,15282398,NA,2004-08-01
PMC498014,NA,NA,2004-07-01
PMC478255,NA,NA,2004-07-01
PMC478253,NA,10.1136/bmj.329.7458.130-a,2004-07-01
PMC449834,NA,10.1136/bmj.329.7457.116,2004-07-01
PMC1772217,NA,10.1136/bjo.2004.jul04atag,2004-07-01
PMC2622914,15500287,NA,2004-07-01
PMC2622900,15500280,NA,2004-07-01
PMC2622899,15500285,NA,2004-07-01
PMC2094976,18159495,10.1155/2004/383461,2004-07-01
PMC2094974,18159492,10.1155/2004/521892,2004-07-01
PMC428509,NA,10.1136/bmj.328.7454.1457,2004-06-01
PMC421767,15191958,10.1136/bmj.328.7453.1391,2004-06-01
PMC420316,15178600,10.1136/bmj.328.7452.1336-a,2004-06-01
PMC1615765,15161626,10.1016/s0002-9440(10)63750-9,2004-06-01
PMC2622862,15356941,NA,2004-06-01
PMC2214625,15233366,NA,2004-06-01
PMC420159,NA,NA,2004-05-01
PMC416634,15155496,10.1136/bmj.328.7450.1222-b,2004-05-01
PMC411137,15142912,10.1136/bmj.328.7449.1158-b,2004-05-01
PMC411117,NA,10.1136/bmj.328.7449.1206,2004-05-01
PMC411101,15142927,10.1136/bmj.328.7449.1180,2004-05-01
PMC411088,15142917,10.1136/bmj.328.7449.1158,2004-05-01
PMC406316,15130975,10.1136/bmj.328.7448.1096,2004-05-01
PMC406312,NA,NA,2004-05-01
PMC403836,15117780,10.1136/bmj.328.7447.1034,2004-05-01
PMC2094971,18159488,10.1155/2004/925872,2004-05-01
PMC2094968,18159485,10.1155/2004/402891,2004-05-01
PMC1904416,18458712,NA,2004-05-01
PMC1904415,18458711,NA,2004-05-01
PMC1904414,18458710,NA,2004-05-01
PMC1732776,15082747,NA,2004-05-01
PMC1732761,NA,NA,2004-05-01
PMC1732755,NA,NA,2004-05-01
PMC2726570,20098489,10.1093/pch/9.suppl_a.13a,2004-05-01
PMC2721179,19657509,10.1093/pch/9.5.299,2004-05-01
PMC404520,NA,NA,2004-04-01
PMC404486,NA,NA,2004-04-01
PMC383399,15070618,10.1136/bmj.328.7443.785-a,2004-04-01
PMC383379,15070639,10.1136/bmj.328.7443.811,2004-04-01
PMC385301,15098049,NA,2004-04-01
PMC2585904,15042239,NA,2004-02-01
PMC1964158,15129446,10.1308/003588404322827581,2004-03-01
PMC1964155,15127735,NA,2004-03-01
PMC1964152,15127734,NA,2004-03-01
PMC2572381,14997236,NA,2003-01-01
PMC2094962,18159480,10.1155/2004/651237,2004-03-01
PMC548609,15072195,NA,2004-03-01
PMC1726249,NA,NA,2004-03-01
PMC2720478,19654994,10.1093/pch/9.3.145,2004-03-01
PMC2720477,19654993,10.1093/pch/9.3.143,2004-03-01
PMC1766023,NA,NA,2004-03-01
PMC351835,NA,NA,2004-02-01
PMC2585877,15106303,NA,2004-01-01
PMC2585872,15106300,NA,2004-01-01
PMC344300,NA,NA,2004-02-01
PMC332692,14970075,NA,2004-02-01
PMC338121,NA,10.1136/bmj.328.7435.353,2004-02-01
PMC338088,NA,NA,2004-02-01
PMC1602281,14742248,10.1016/s0002-9440(10)63132-x,2004-02-01
PMC1602263,14742242,10.1016/s0002-9440(10)63126-4,2004-02-01
PMC1069065,15931329,10.3121/cmr.2.1.1,2004-02-01
PMC1414657,16633447,NA,2004-02-01
PMC1140655,14739176,10.1136/bmj.328.7433.186-c,2004-01-01
PMC318477,NA,NA,2004-01-01
PMC318467,NA,NA,2004-01-01
PMC1691582,15058394,10.1098/rspb.2003.2573,2004-01-01
PMC2572353,14758417,NA,2003-01-01
PMC315528,14734436,NA,2004-01-01
PMC315515,14734423,NA,2004-01-01
PMC1150312,14726333,10.1136/bmj.328.7432.128-b,2004-01-01
PMC314498,NA,NA,2004-01-01
PMC314040,14715581,10.1136/bmj.328.7431.65,2004-01-01
PMC305318,14707224,NA,2004-01-01
PMC305315,14707221,NA,2004-01-01
PMC305313,14707219,NA,2004-01-01
PMC305300,14707206,NA,2004-01-01
PMC305291,14707197,NA,2004-01-01
PMC305290,14707196,NA,2004-01-01
PMC305289,14707194,NA,2004-01-01
PMC305288,14707195,NA,2004-01-01
PMC305276,NA,NA,2004-01-01
PMC313893,14703535,10.1136/bmj.328.7430.10,2004-01-01
PMC1755885,14709489,NA,2004-01-01
PMC1913839,NA,NA,2004-01-01
PMC2585889,NA,NA,2004-01-01
PMC2585886,NA,NA,2004-01-01
PMC2585874,NA,NA,2004-01-01
PMC2585871,NA,NA,2004-01-01
PMC1142128,14979434,NA,2004-01-01
PMC1934963,18392121,NA,2004-01-01
PMC300770,14702106,10.1172/JCI200419491,2004-01-01
PMC1770154,14693826,10.1136/jcp.57.1.1,2004-01-01
PMC1757795,14691282,NA,2004-01-01
PMC1502261,15147652,10.1016/j.phr.2004.03.014,2004-01-01
PMC387432,15061626,NA,2004-01-01
PMC2263793,17060979,NA,2004-01-01
PMC2263787,17060983,NA,2004-01-01
PMC293004,14670903,10.1136/bmj.327.7428.1405,2003-12-01
PMC280584,14662666,NA,2003-12-01
PMC280583,14662665,NA,2003-12-01
PMC280582,14662664,NA,2003-12-01
PMC286345,NA,NA,2003-12-01
PMC286332,14656848,10.1136/bmj.327.7427.1342,2003-12-01
PMC2795282,20019849,10.1093/pch/8.10.603,2003-12-01
PMC2795279,20019854,10.1093/pch/8.10.616,2003-12-01
PMC2795275,20019847,10.1093/pch/8.10.601,2003-12-01
PMC2795274,20019848,10.1093/pch/8.10.602,2003-12-01
PMC2795268,20019852,10.1093/pch/8.10.613,2003-12-01
PMC2572332,14758439,NA,2003-11-25
PMC264956,14638651,NA,2003-11-01
PMC264945,14638644,NA,2003-11-01
PMC264938,NA,NA,2003-11-01
PMC261804,NA,NA,2003-11-01
PMC259137,NA,NA,2003-11-01
PMC2572538,14710511,NA,2003-11-14
PMC1126854,14604922,10.1136/bmj.327.7423.1070-a,2003-11-01
PMC261752,14604936,10.1136/bmj.327.7423.1101,2003-11-01
PMC261718,NA,NA,2003-11-01
PMC2094955,18159472,10.1155/2003/819080,2003-11-01
PMC1140348,14576241,10.1136/bmj.327.7421.950-c,2003-10-01
PMC259170,14576251,10.1136/bmj.327.7421.974,2003-10-01
PMC259160,14576238,10.1136/bmj.327.7421.950,2003-10-01
PMC1140359,NA,NA,2003-10-01
PMC2572529,14576896,NA,2003-10-14
PMC2572522,14576897,NA,2003-10-14
PMC203299,14557334,NA,2003-10-01
PMC203294,14557328,NA,2003-10-01
PMC203292,14557327,NA,2003-10-01
PMC203281,14557317,NA,2003-10-01
PMC203266,14557302,NA,2003-10-01
PMC203265,NA,NA,2003-10-01
PMC203264,14557303,NA,2003-10-01
PMC203262,14557298,NA,2003-10-01
PMC1140385,14551095,10.1136/bmj.327.7419.832-b,2003-10-01
PMC214064,NA,NA,2003-10-01
PMC1920782,NA,NA,2003-10-01
PMC3211716,14577700,NA,2003-10-01
PMC340303,14601682,NA,2003-10-01
PMC2366929,14500884,10.1110/ps.03197403,2003-10-01
PMC202293,NA,NA,2003-09-01
PMC202292,14517134,NA,2003-09-01
PMC200831,14512455,10.1136/bmj.327.7417.698-a,2003-09-01
PMC200790,14512448,10.1136/bmj.327.7417.691,2003-09-01
PMC196447,NA,NA,2003-09-01
PMC196386,NA,NA,2003-09-01
PMC191266,12975214,NA,2003-09-01
PMC1140695,12969920,10.1136/bmj.327.7415.582-a,2003-09-01
PMC194123,12969939,10.1136/bmj.327.7415.620-b,2003-09-01
PMC194122,12969941,10.1136/bmj.327.7415.620-a,2003-09-01
PMC194076,12969907,10.1136/bmj.327.7415.579,2003-09-01
PMC194075,NA,NA,2003-09-01
PMC2572505,12973637,NA,2003-09-03
PMC1314702,15139324,NA,2003-09-01
PMC1314701,15103886,NA,2003-09-01
PMC1314700,15103885,NA,2003-09-01
PMC1314699,15103884,NA,2003-09-01
PMC1314698,15103883,NA,2003-09-01
PMC1771855,NA,NA,2003-09-01
PMC340270,14524628,NA,2003-09-01
PMC188376,12946956,10.1136/bmj.327.7413.466-b,2003-08-01
PMC188486,12933711,10.1136/bmj.327.7412.411-a,2003-08-01
PMC180653,12925423,NA,2003-08-01
PMC180651,12925421,NA,2003-08-01
PMC180638,12925409,NA,2003-08-01
PMC180637,12925410,NA,2003-08-01
PMC180636,NA,NA,2003-08-01
PMC1126826,NA,10.1136/bmj.327.7411.399,2003-08-01
PMC1126784,12919971,10.1136/bmj.327.7411.358-b,2003-08-01
PMC1142512,NA,NA,2003-08-01
PMC1126722,12907480,10.1136/bmj.327.7410.308,2003-08-01
PMC1150906,NA,NA,2003-08-01
PMC2214280,12943351,NA,2003-08-01
PMC2214276,12943350,NA,2003-08-01
PMC2214267,12943349,NA,2003-08-01
PMC539564,12893851,10.1177/014107680309600803,2003-08-01
PMC3174724,24019727,NA,2003-08-01
PMC164992,NA,NA,2003-07-01
PMC164991,12874171,NA,2003-07-01
PMC164978,12874160,NA,2003-07-01
PMC1126513,12869461,10.1136/bmj.327.7407.154,2003-07-01
PMC1126500,NA,NA,2003-07-01
PMC165702,NA,NA,2003-07-01
PMC1150952,NA,NA,2003-07-01
PMC1150938,12855506,10.1136/bmj.327.7406.70-c,2003-07-01
PMC1126482,NA,NA,2003-07-01
PMC164934,NA,NA,2003-07-01
PMC164931,NA,NA,2003-07-01
PMC164930,12847026,NA,2003-07-01
PMC1126381,12842956,10.1136/bmj.327.7405.36,2003-07-01
PMC1126373,NA,NA,2003-07-01
PMC1314668,14991960,NA,2003-07-01
PMC1314664,14694686,NA,2003-07-01
PMC1314663,14694685,NA,2003-07-01
PMC1314662,14694684,NA,2003-07-01
PMC1314661,14694683,NA,2003-07-01
PMC1314660,14694682,NA,2003-07-01
PMC1314659,14694681,NA,2003-07-01
PMC1314658,14694680,NA,2003-07-01
PMC1314657,14694679,NA,2003-07-01
PMC1314656,14694678,NA,2003-07-01
PMC1314655,14694677,NA,2003-07-01
PMC1314654,14694676,NA,2003-07-01
PMC1314653,14694675,NA,2003-07-01
PMC1314651,14694673,NA,2003-07-01
PMC1314650,14694672,NA,2003-07-01
PMC2214261,12901479,NA,2003-07-01
PMC3571683,12973446,10.1358/dnp.2003.16.6.829307,2003-07-01
PMC162293,12840059,10.1172/JCI200318114,2003-07-01
PMC539550,NA,10.1177/014107680309600720,2003-07-01
PMC1200797,16278714,10.1080/08998280.2003.11927930,2003-07-01
PMC1200790,16278707,10.1080/08998280.2003.11927923,2003-07-01
PMC1126352,NA,10.1136/bmj.326.7404.1464,2003-06-01
PMC161610,12821618,NA,2003-06-01
PMC161598,NA,NA,2003-06-01
PMC161597,12821604,NA,2003-06-01
PMC1151021,12816809,10.1136/bmj.326.7403.1350,2003-06-01
PMC1126290,NA,10.1136/bmj.326.7403.1404,2003-06-01
PMC1126287,NA,10.1136/bmj.326.7403.1402,2003-06-01
PMC1126267,12816841,10.1136/bmj.326.7403.1396-b,2003-06-01
PMC1126266,12816842,10.1136/bmj.326.7403.1396-a,2003-06-01
PMC1126265,12816840,10.1136/bmj.326.7403.1396,2003-06-01
PMC1126264,12816838,10.1136/bmj.326.7403.1395,2003-06-01
PMC1126263,12816836,10.1136/bmj.326.7403.1394-b,2003-06-01
PMC1126262,12816835,10.1136/bmj.326.7403.1394-a,2003-06-01
PMC1126261,12816837,10.1136/bmj.326.7403.1394,2003-06-01
PMC1126260,12816833,10.1136/bmj.326.7403.1393-a,2003-06-01
PMC1126259,12816834,10.1136/bmj.326.7403.1393,2003-06-01
PMC162124,12816821,10.1136/bmj.326.7403.1358,2003-06-01
PMC162123,12816820,10.1136/bmj.326.7403.1354,2003-06-01
PMC1126174,12805143,10.1136/bmj.326.7402.1285-c,2003-06-01
PMC156698,NA,NA,2003-06-01
PMC156690,12796338,NA,2003-06-01
PMC156669,12796321,NA,2003-06-01
PMC1150998,12791728,10.1136/bmj.326.7401.1233-b,2003-06-01
PMC1150996,12791722,10.1136/bmj.326.7401.1232,2003-06-01
PMC1314638,NA,NA,2003-06-01
PMC1314616,12939887,NA,2003-06-01
PMC1314615,12939886,NA,2003-06-01
PMC1314614,12939885,NA,2003-06-01
PMC1314613,12939884,NA,2003-06-01
PMC2214239,12836869,NA,2003-06-01
PMC340184,NA,NA,2003-06-01
PMC340161,NA,NA,2003-06-01
PMC156116,12782660,10.1172/JCI200318819,2003-06-01
PMC1595163,17273348,10.1624/105812403X106919,2003-01-01
PMC3111822,21765762,NA,2003-01-01
PMC1174774,12775609,10.1136/bmj.326.7400.1166-g,2003-05-01
PMC1174770,12775611,10.1136/bmj.326.7400.1166,2003-05-01
PMC1174769,12775612,10.1136/bmj.326.7400.1166-b,2003-05-01
PMC1126042,12775593,10.1136/bmj.326.7400.1162-a,2003-05-01
PMC155978,12771091,NA,2003-05-01
PMC155976,12771089,NA,2003-05-01
PMC155974,NA,NA,2003-05-01
PMC155962,12771075,NA,2003-05-01
PMC155961,12771074,NA,2003-05-01
PMC155957,12771070,NA,2003-05-01
PMC155938,NA,NA,2003-05-01
PMC155937,12771050,NA,2003-05-01
PMC1150989,NA,NA,2003-05-01
PMC514082,NA,NA,2003-05-01
PMC514042,12763976,10.1136/bmj.326.7399.1109,2003-05-01
PMC514033,12763959,10.1136/bmj.326.7399.1103-a,2003-05-01
PMC514032,12763960,10.1136/bmj.326.7399.1103,2003-05-01
PMC1150975,12750204,10.1136/bmj.326.7398.1056-a,2003-05-01
PMC1150972,12750194,10.1136/bmj.326.7398.1055-a,2003-05-01
PMC1126024,NA,NA,2003-05-01
PMC1126021,NA,NA,2003-05-01
PMC1125986,NA,NA,2003-05-01
PMC1125983,12750196,10.1136/bmj.326.7398.1055-c,2003-05-01
PMC154207,NA,NA,2003-05-01
PMC154202,12743085,NA,2003-05-01
PMC154192,12743077,NA,2003-05-01
PMC154189,12743076,NA,2003-05-01
PMC154183,12743070,NA,2003-05-01
PMC154181,12743068,NA,2003-05-01
PMC154178,12743065,NA,2003-05-01
PMC154160,NA,NA,2003-05-01
PMC154159,12743047,NA,2003-05-01
PMC1169358,12742916,10.1136/bmj.326.7397.1004/c,2003-05-01
PMC1169357,12742917,10.1136/bmj.326.7397.1004/b,2003-05-01
PMC1125964,12742900,10.1136/bmj.326.7397.999/a,2003-05-01
PMC1125963,NA,NA,2003-05-01
PMC1125910,NA,NA,2003-05-01
PMC1125874,12727743,10.1136/bmj.326.7396.948/b,2003-05-01
PMC1125873,12727742,10.1136/bmj.326.7396.948/a,2003-05-01
PMC1125871,12727741,10.1136/bmj.326.7396.947,2003-05-01
PMC2094933,18159445,10.1155/2003/865054,2003-05-01
PMC2094928,18159446,10.1155/2003/729781,2003-05-01
PMC2094926,18159447,10.1155/2003/912170,2003-05-01
PMC153698,NA,NA,2003-04-01
PMC1157071,12714464,10.1136/bmj.326.7395.900/c,2003-04-01
PMC1125856,NA,NA,2003-04-01
PMC1125854,NA,NA,2003-04-01
PMC1125853,NA,NA,2003-04-01
PMC1125852,NA,NA,2003-04-01
PMC1125832,12714478,10.1136/bmj.326.7395.929,2003-04-01
PMC1125815,12714456,10.1136/bmj.326.7395.897/a,2003-04-01
PMC1125814,12714455,10.1136/bmj.326.7395.897,2003-04-01
PMC1125766,12702606,10.1136/bmj.326.7394.839,2003-04-01
PMC1125755,12702595,10.1136/bmj.326.7394.831,2003-04-01
PMC1125753,NA,NA,2003-04-01
PMC1125747,NA,NA,2003-04-01
PMC153470,12702616,10.1136/bmj.326.7394.850,2003-04-01
PMC152686,12695386,NA,2003-04-01
PMC1169342,12689971,10.1136/bmj.326.7393.784/c,2003-04-01
PMC1125733,NA,NA,2003-04-01
PMC1125705,12689957,10.1136/bmj.326.7393.781,2003-04-01
PMC1125641,12676826,10.1136/bmj.326.7392.727,2003-04-01
PMC1851219,12651597,10.1016/s0002-9440(10)63901-6,2003-04-01
PMC1169322,12663399,10.1136/bmj.326.7391.680/d,2003-03-01
PMC1125594,12663385,10.1136/bmj.326.7391.677/a,2003-03-01
PMC1125584,12663376,10.1136/bmj.326.7391.669,2003-03-01
PMC1125524,12649216,10.1136/bmj.326.7390.615/a,2003-03-01
PMC1125523,12649215,10.1136/bmj.326.7390.615,2003-03-01
PMC1125313,12595377,10.1136/bmj.326.7386.416,2003-02-01
PMC2572466,NA,NA,2003-01-01
PMC2572390,NA,NA,2003-01-01
PMC1850917,12466134,10.1016/s0002-9440(10)64496-3,2002-12-01
PMC137960,12466548,10.1093/nar/gkf645,2002-12-01
PMC1124624,12433745,10.1136/bmj.325.7373.1128,2002-11-01
PMC339747,NA,NA,2002-11-01
PMC4034451,12401717,10.2337/diabetes.51.11.3254,2002-11-01
PMC1462322,12454073,NA,2002-11-01
PMC1867296,12368199,10.1016/s0002-9440(10)64402-1,2002-10-01
PMC227016,12418784,NA,2002-10-01
PMC1370320,12212853,10.1017/s1355838202024044,2002-08-01
PMC227007,12146895,NA,2002-07-01
PMC339296,12058570,NA,2002-06-01
PMC1370300,12088154,10.1017/s1355838202554066,2002-06-01
PMC226992,11989732,NA,2002-04-01
PMC100316,11923159,10.1136/bmj.324.7340.763,2002-03-01
PMC153805,11836418,10.1128/jvi.76.5.2403-2409.2002,2002-03-01
PMC1222376,11829756,10.1042/0264-6021:3620191,2002-02-01
PMC99087,11752293,10.1093/nar/30.1.203,2002-01-01
PMC1370233,11873757,10.1017/s1355838202012074,2002-01-01
PMC1370227,11871658,10.1017/s1355838202012086,2002-01-01
PMC1476682,11769617,NA,2001-12-01
PMC1370205,11720292,10.1017/s135583820101010x,2001-11-01
PMC1850521,11583948,10.1016/s0002-9440(10)62507-2,2001-10-01
PMC1476612,11565372,NA,2001-09-01
PMC1222029,11485549,10.1042/0264-6021:3580033,2001-08-01
PMC1314072,11510391,NA,2001-08-01
PMC1307509,11497428,10.1017/s1355838201001480,2001-08-01
PMC1189667,11480518,NA,2001-07-01
PMC1189666,11480517,NA,2001-07-01
PMC1370150,11453070,10.1017/s1355838201002424,2001-07-01
PMC1476540,11424572,NA,2001-06-01
PMC1476496,11360865,NA,2001-05-01
PMC1370128,11350040,10.1017/s1355838201002539,2001-05-01
PMC5496653,11335175,10.1016/s1360-1385(01)01922-7,2001-05-01
PMC1950034,11471567,10.1007/bf03401842,2001-04-01
PMC29715,11222762,10.1093/nar/29.5.1125,2001-03-01
PMC1119618,11179141,10.1136/bmj.322.7283.376,2001-02-01
PMC29352,11172046,10.1073/pnas.98.4.1889,2001-02-06
PMC30949,11179421,10.1091/mbc.12.2.367,2001-02-01
PMC1370085,11233984,10.1017/s135583820100190x,2001-02-01
PMC1189639,11227192,NA,2001-01-01
PMC1189638,11227191,NA,2001-01-01
PMC29831,11125070,10.1093/nar/29.1.133,2001-01-01
PMC97787,11083802,10.1128/iai.68.12.6833-6839.2000,2000-12-01
PMC87631,11101590,NA,2000-12-01
PMC112455,11090172,10.1128/jvi.74.24.11724-11733.2000,2000-12-01
PMC112446,11090163,10.1128/jvi.74.24.11642-11653.2000,2000-12-01
PMC112434,11090151,10.1128/jvi.74.24.11538-11547.2000,2000-12-01
PMC112426,11090143,10.1128/jvi.74.24.11472-11478.2000,2000-12-01
PMC92415,11055959,10.1128/aem.66.11.5024-5029.2000,2000-11-01
PMC312880,NA,NA,2000-11-01
PMC3109627,11113252,10.1016/s0020-7519(00)00124-7,2000-11-01
PMC87562,11060089,NA,2000-11-01
PMC87557,11060084,NA,2000-11-01
PMC110963,11044133,10.1128/jvi.74.22.10834-10837.2000,2000-11-01
PMC110936,11044106,10.1128/jvi.74.22.10623-10630.2000,2000-11-01
PMC110934,11044104,10.1128/jvi.74.22.10600-10611.2000,2000-11-01
PMC110931,11044101,10.1128/jvi.74.22.10571-10580.2000,2000-11-01
PMC110908,11044078,10.1128/jvi.74.22.10341-10348.2000,2000-11-01
PMC102058,11024148,10.1128/jvi.74.21.10194-10201.2000,2000-11-01
PMC112414,11000254,10.1128/jvi.74.20.9776-9785.2000,2000-10-01
PMC112390,11000230,10.1128/jvi.74.20.9586-9593.2000,2000-10-01
PMC112386,11000226,10.1128/jvi.74.20.9553-9561.2000,2000-10-01
PMC112379,11000219,10.1128/jvi.74.20.9498-9506.2000,2000-10-01
PMC102122,10982370,10.1128/jvi.74.19.9234-9239.2000,2000-10-01
PMC102119,10982367,10.1128/jvi.74.19.9206-9213.2000,2000-10-01
PMC102103,10982351,10.1128/jvi.74.19.9062-9070.2000,2000-10-01
PMC102086,10982334,10.1128/jvi.74.19.8913-8921.2000,2000-10-01
PMC102078,10982326,10.1128/jvi.74.19.8843-8853.2000,2000-10-01
PMC102074,10982322,10.1128/jvi.74.19.8803-8811.2000,2000-10-01
PMC102073,10982321,10.1128/jvi.74.19.8793-8802.2000,2000-10-01
PMC87376,10970373,NA,2000-09-01
PMC116360,10954549,10.1128/jvi.74.18.8487-8493.2000,2000-09-01
PMC112346,10933723,10.1128/jvi.74.17.8127-8134.2000,2000-09-01
PMC112322,10933699,10.1128/jvi.74.17.7911-7921.2000,2000-09-01
PMC112321,10933698,10.1128/jvi.74.17.7903-7910.2000,2000-09-01
PMC110703,10954585,10.1093/nar/28.17.3185,2000-09-01
PMC1692813,11186311,10.1098/rstb.2000.0647,2000-08-01
PMC112293,10906226,10.1128/jvi.74.16.7683-7686.2000,2000-08-01
PMC112208,10888630,10.1128/jvi.74.15.6911-6921.2000,2000-08-01
PMC1369989,10943894,10.1017/s1355838200000510,2000-08-01
PMC92099,10877794,10.1128/aem.66.7.2972-2980.2000,2000-07-01
PMC1189611,10935885,NA,2000-07-01
PMC1189606,10935880,NA,2000-07-01
PMC95938,10882676,10.1128/cdli.7.4.700-702.2000,2000-07-01
PMC95915,10882653,10.1128/cdli.7.4.568-573.2000,2000-07-01
PMC101696,10858223,10.1128/iai.68.7.4064-4074.2000,2000-07-01
PMC112117,10846102,10.1128/jvi.74.13.6173-6177.2000,2000-07-01
PMC112109,10846094,10.1128/jvi.74.13.6105-6116.2000,2000-07-01
