doi,created
10.5501/wjv.v4.i3.185,2015-08-12
10.1080/21645515.2015.1074363,2015-08-11
10.1080/21645515.2015.1068540,2015-08-11
10.1038/ismej.2015.138,2015-08-11
10.1172/jci82478,2015-08-13
10.1073/pnas.1513050112,2015-08-11
10.1111/tbed.12401,2015-08-10
10.2217/imt.15.43,2015-08-07
10.5365/wpsar.2015.6.2.011,2015-11-04
10.2215/cjn.03730415,2015-08-07
10.1016/j.jaci.2015.06.017,2015-08-06
10.4269/ajtmh.15-0032,2015-06-16
10.1128/jvi.01225-15,2015-08-06
10.1128/jvi.01411-15,2015-08-06
10.1128/jvi.00991-15,2015-08-06
10.1126/scitranslmed.aaa1233,2015-08-05
10.1093/cid/civ486,2015-08-05
10.1111/pbi.12441,2015-08-05
10.5492/wjccm.v4.i3.152,2017-12-12
10.1128/jvi.01687-15,2015-08-03
10.2105/ajph.2015.302717,2015-06-11
10.1101/cshperspect.a023036,2015-04-16
10.1124/dmd.115.063602,2015-06-02
10.3201/eid2108.150423,2015-06-24
10.4103/0971-5916.164210,2016-03-29
10.7860/jcdr/2015/14515.6367,2015-08-22
10.1016/j.jcv.2015.06.082,2015-06-18
10.1099/vir.0.000166,2015-04-28
10.2217/nnm.15.67,2015-08-25
10.1021/acsami.5b03809,2015-07-20
10.1128/jvi.01643-15,2015-07-30
10.1107/s2053230x15010146,2015-07-27
10.3233/pic-14103,2016-08-17
10.3233/pic-14098,2016-08-17
10.3233/pic-14093,2016-08-17
10.1073/pnas.1510199112,2015-07-28
10.1093/infdis/jiv381,2015-07-23
10.1128/jvi.01501-15,2015-07-23
10.5365/wpsar.2015.6.3.002,2015-11-04
10.1038/cmi.2015.74,2015-07-20
10.1128/jcm.01224-15,2015-05-28
10.1128/jcm.00943-15,2015-05-28
10.1073/pnas.1422741112,2015-07-21
10.1073/pnas.1501715112,2015-07-21
10.1093/aje/kwv054,2015-07-19
10.1021/acs.jmedchem.5b00635,2015-07-07
10.1080/21645515.2015.1058456,2015-07-15
10.1111/cei.12639,2015-04-04
10.1093/infdis/jiv323,2015-07-15
10.1056/nejmoa1500245,2015-07-14
10.1073/iti2815112,2015-07-14
10.3748/wjg.v21.i26.8052,2017-06-22
10.1073/pnas.1510816112,2015-07-14
10.1016/j.coviro.2015.06.003,2015-07-11
10.1007/s00251-015-0855-0,2015-07-09
10.1038/nri3865,2015-07-10
10.1080/21645515.2015.1066051,2015-07-09
10.1073/pnas.1508686112,2015-07-10
10.5365/wpsar.2015.6.2.003,2015-11-04
10.1152/ajpregu.00078.2015,2015-06-18
10.1016/j.coi.2015.06.003,2015-07-07
10.1038/ismej.2015.99,2015-07-07
10.1002/wnan.1359,2015-07-07
10.1073/pnas.1423339112,2015-07-07
10.1176/appi.ajp.2015.15010019,2015-07-02
10.1146/annurev-virology-100114-055119,2015-07-02
10.1021/acs.biochem.5b00214,2015-06-19
10.1021/acs.jpcb.5b01706,2015-06-18
10.4103/1817-1737.160847,2016-03-16
10.1007/s40588-015-0021-3,2015-06-30
10.1089/dna.2014.2728,2015-03-18
10.1089/jir.2015.0015,2015-04-28
10.4103/1817-1745.165716,2015-09-18
10.1371/currents.dis.31a8995ced321301466db400f1357829,2015-08-14
10.1089/vbz.2013.1563,2015-07-17
10.1089/vim.2014.0152,2015-05-12
10.15265/iy-2015-019,2015-06-30
10.15265/iy-2015-028,2015-06-30
10.1073/pnas.1510830112,2015-06-30
10.5365/wpsar.2015.6.2.012,2015-11-04
10.1080/21690707.2015.1065029,2015-06-25
10.1016/j.mbs.2015.06.009,2015-06-25
10.1128/jvi.00739-15,2015-06-25
10.1016/j.neuropharm.2015.06.008,2015-06-24
10.1038/aps.2015.36,2015-06-22
10.2217/imt.15.33,2015-06-22
10.1007/s13365-015-0358-7,2015-06-19
10.4049/jimmunol.1402389,2015-06-20
10.1128/cmr.00109-14,2015-06-18
10.1128/cmr.00039-14,2015-06-18
10.1038/emi.2015.37,2015-06-17
10.1128/jvi.01331-15,2015-06-18
10.1128/jvi.03737-14,2015-06-18
10.1128/jvi.00583-15,2015-06-18
10.1016/j.mbs.2015.06.006,2015-06-18
10.1503/cmaj.140951,2015-04-21
10.1517/13543776.2015.1056737,2015-06-16
10.1074/jbc.m115.644781,2015-06-17
10.1016/j.antiviral.2015.06.006,2015-06-15
10.1080/21645515.2015.1042193,2015-06-15
10.1017/ice.2015.130,2015-06-15
10.1038/nrmicro3475,2015-06-15
10.1517/14728222.2015.1056155,2015-06-13
10.1128/aac.00306-15,2015-04-28
10.1182/blood-2014-12-617035,2015-04-28
10.1080/21505594.2015.1040975,2015-06-11
10.1128/jvi.01229-15,2015-06-11
10.1128/jvi.00745-15,2015-06-11
10.1128/jvi.01295-15,2015-06-11
10.1128/jvi.01279-15,2015-06-11
10.1016/j.scr.2015.06.002,2015-06-13
10.1074/jbc.m115.653113,2015-06-10
10.1074/jbc.m115.651463,2015-06-10
10.1093/infdis/jiv325,2015-07-12
10.3791/52830,2015-06-06
10.1002/glia.22868,2015-06-04
10.1128/jvi.01029-15,2015-06-04
10.1128/jvi.00948-15,2015-06-04
10.1128/jvi.00173-15,2015-06-04
10.1128/jvi.00599-15,2015-06-04
10.1136/bcr-2015-210197,2015-06-02
10.1080/15384101.2015.1053668,2015-06-03
10.1042/bj20141170,2015-03-13
10.1089/jir.2014.0129,2015-01-28
10.1097/inf.0000000000000596,2015-05-13
10.1128/cvi.00091-15,2015-04-02
10.1128/cvi.00705-14,2015-03-26
10.1080/21645515.2015.1046724,2015-05-28
10.1128/jvi.00920-15,2015-05-28
10.1128/jvi.00614-15,2015-05-28
10.1371/currents.outbreaks.0371243baa7f3810ba1279e30b96d3b6,2015-08-14
10.2196/jmir.3863,2015-05-26
10.1098/rstb.2014.0107,2015-04-14
10.1152/ajplung.00288.2014,2015-05-23
10.1152/ajpendo.00131.2015,2015-05-20
10.1177/1757177415585594,2015-05-19
10.1073/pnas.1418805112,2015-05-19
10.5365/wpsar.2015.6.1.013,2015-07-07
10.1128/jvi.00356-15,2015-05-14
10.1128/jvi.00302-15,2015-05-14
10.1080/2162402x.2015.1014232,2015-05-13
10.1152/ajpendo.00596.2014,2015-05-14
10.5501/wjv.v4.i2.78,2015-04-24
10.1074/jbc.m114.588129,2015-05-10
10.1007/s11481-015-9614-0,2015-05-06
10.4269/ajtmh.14-0162,2015-03-11
10.1128/jvi.00773-15,2015-05-07
10.1016/j.bpj.2015.04.001,2015-05-05
10.1093/cid/civ360,2015-05-06
10.1128/jvi.00894-15,2015-05-05
10.1161/hypertensionaha.115.05185,2015-05-05
10.1513/annalsats.201411-507fr,2015-03-05
10.1093/biosci/biv047,2015-05-07
10.1097/coh.0000000000000154,2015-03-11
10.1002/9780471729259.mc15e02s37,2015-05-01
10.1089/cmb.2014.0155,2015-02-04
10.4103/2231-0762.159951,2015-07-03
10.1089/jir.2014.0135,2014-12-23
10.1002/14651858.cd001364.pub5,2015-04-30
10.3892/etm.2015.2467,2015-04-30
10.1128/jvi.00526-15,2015-04-30
10.1128/jvi.03729-14,2015-04-30
10.1128/jvi.00854-15,2015-04-30
10.1021/acs.biochem.5b00329,2015-04-24
10.1074/jbc.m115.644302,2015-04-28
10.1107/s1399004715003521,2015-04-23
10.1093/infdis/jiv252,2015-04-25
10.1128/jvi.00791-15,2015-04-23
10.1111/imm.12462,2015-03-12
10.1152/ajplung.00028.2015,2015-04-18
10.1128/jcm.00031-15,2015-03-05
10.1128/jcm.02898-14,2015-02-19
10.1128/jcm.03484-14,2015-02-19
10.1126/science.aaa3778,2015-04-16
10.1128/cmr.00075-13,2015-04-16
10.1080/21645515.2015.1021527,2015-05-28
10.1111/imm.12448,2015-02-02
10.1128/jvi.03738-14,2015-04-16
10.1128/jvi.00503-15,2015-04-16
10.1128/jvi.00701-15,2015-04-16
10.1002/wsbm.1296,2015-04-13
10.1586/14760584.2015.1036033,2015-04-11
10.1152/ajplung.00290.2014,2015-04-11
10.1161/circresaha.116.305665,2015-04-09
10.1093/cid/civ083,2015-04-15
10.1128/jvi.00110-15,2015-04-09
10.1128/jvi.00319-15,2015-04-09
10.1128/jvi.03156-14,2015-04-09
10.1128/jvi.00889-15,2015-04-09
10.1126/scitranslmed.3010286,2015-04-08
10.1093/cid/civ272,2015-04-24
10.1111/cei.12592,2015-01-23
10.1128/jvi.00584-15,2015-04-03
10.1126/science.aaa3178,2015-04-02
10.9778/cmajo.20150025,2015-05-14
10.4103/1817-1737.151437,2015-03-03
10.5152/balkanmedj.2015.15254,2015-04-27
10.1111/cea.12463,2014-11-28
10.4103/0971-5916.159282,2015-06-26
10.1099/jmm.0.000010,2015-04-15
10.1128/jvi.00401-15,2015-04-02
10.1128/jvi.00543-15,2015-04-02
10.1152/physrev.00032.2014,2015-04-01
10.1089/vim.2014.0065,2015-02-06
10.1089/vim.2014.0090,2015-02-09
10.1016/j.virol.2015.03.023,2015-04-01
10.1016/j.virol.2015.03.022,2015-04-06
10.1007/s13337-015-0248-x,2015-03-29
10.4049/jimmunol.1401296,2015-03-28
10.2196/jmir.3875,2015-03-26
10.1128/cmr.00102-14,2015-03-26
10.1128/jvi.03673-14,2015-03-26
10.1128/jvi.00661-15,2015-03-26
10.1128/jvi.00197-15,2015-03-26
10.1128/jvi.00547-15,2015-03-26
10.1128/jvi.00104-15,2015-03-26
10.1002/prot.24794,2015-03-11
10.1021/acs.biochem.5b00061,2015-03-18
10.4049/jimmunol.1403133,2015-03-24
10.1152/ajplung.00380.2014,2015-03-21
10.1111/jam.12777,2015-02-18
10.1021/jm5019934,2015-03-12
10.1128/jvi.00457-15,2015-03-19
10.1111/zph.12186,2015-03-19
10.1128/jcm.03096-14,2015-01-29
10.1128/jcm.02941-14,2015-02-19
10.1128/jcm.03298-14,2015-01-29
10.1128/jvi.00430-15,2015-03-19
10.1128/jvi.00446-15,2015-03-19
10.1021/cb500917m,2015-03-06
10.1152/ajpcell.00247.2014,2015-03-05
10.2217/fvl.15.1,2015-03-18
10.1126/science.aaa4339,2015-03-12
10.1182/blood-2014-12-616516,2015-01-16
10.1128/aac.04698-14,2014-11-25
10.1016/j.chom.2015.02.002,2015-03-11
10.14336/ad.2014.0223,2015-03-27
10.1007/s00467-015-3057-y,2015-03-09
10.1177/1757177415572647,2015-03-09
10.1016/j.tig.2015.02.006,2015-03-09
10.1098/rsif.2014.1317,2015-02-11
10.1098/rsif.2014.1105,2015-01-14
10.1128/jvi.00064-15,2015-03-05
10.1128/jvi.03197-14,2015-03-05
10.1128/jvi.03693-14,2015-03-05
10.1073/pnas.1421002112,2015-03-04
10.1017/s0950268814001472,2014-06-18
10.1111/imr.12258,2015-02-20
10.1099/vir.0.069732-0,2014-09-25
10.1089/jir.2014.0038,2014-10-16
10.5001/omj.2015.23,2015-04-16
10.1128/aem.04093-14,2015-01-10
10.1093/jamia/ocu022,2015-02-28
10.1056/nejmoa1408636,2015-02-25
10.1056/nejmoa1405870,2015-02-25
10.1093/pubmed/fdv020,2015-02-26
10.1128/jvi.00077-15,2015-02-26
10.1126/scitranslmed.3010101,2015-02-26
10.1111/os.12162,2015-02-24
10.1016/j.biochi.2015.02.007,2015-02-21
10.1093/cid/civ118,2015-02-26
10.1177/1757177415570104,2015-02-26
10.1128/jvi.00161-15,2015-02-27
10.1128/jcm.02648-14,2015-01-08
10.1093/molbev/msv022,2015-02-20
10.1128/jvi.00338-15,2015-02-19
10.1128/jvi.03688-14,2015-02-19
10.1128/jvi.00019-15,2015-02-19
10.1503/cmaj.141488,2014-12-23
10.1016/j.freeradbiomed.2015.01.035,2015-02-17
10.1177/1751143714564509,2015-03-05
10.1152/ajplung.00354.2014,2014-12-13
10.1042/bj20141186,2015-02-06
10.1111/cts.12263,2015-02-14
10.4161/15548627.2014.994372,2015-02-13
10.1111/imm.12401,2014-10-10
10.1111/imm.12378,2014-09-04
10.1128/aac.04261-14,2014-12-23
10.1128/jvi.02932-14,2015-02-12
10.4161/21645515.2014.979631,2015-02-10
10.1016/j.meegid.2015.01.015,2015-02-09
10.1038/pr.2015.27,2015-02-09
10.5527/wjn.v4.i1.74,2015-02-02
10.1128/jvi.03612-14,2015-02-05
10.1128/jvi.03445-14,2015-02-05
10.1128/jvi.03668-14,2015-02-05
10.1128/jvi.03274-14,2015-02-05
10.2196/mhealth.3394,2015-02-04
10.1016/j.bpj.2014.12.017,2015-02-03
10.1016/j.ajpath.2014.10.003,2014-11-26
10.1089/adt.2014.617,2015-02-24
10.4161/15384101.2014.980631,2015-02-06
10.1097/mop.0000000000000184,2014-12-16
10.1007/s11515-014-1338-7,2014-11-21
10.1001/jamaneurol.2014.3442,2014-12-08
10.1089/mab.2014.0081,2015-02-27
10.1089/mab.2014.0062,2015-02-27
10.1038/ni.3061,2015-01-16
10.1097/01.numa.0000460047.32427.16,2015-01-21
10.11622/smedj.2015023,2015-02-12
10.1089/vim.2014.0108,2014-12-22
10.1093/infdis/jiv047,2015-01-31
10.1016/j.gep.2015.01.002,2015-01-28
10.1128/jvi.03342-14,2015-01-29
10.1128/aac.03659-14,2014-12-09
10.1128/aac.04321-14,2014-12-16
10.1002/wsbm.1288,2015-01-27
10.3399/bjgp15x683497,2015-01-26
10.1016/j.virusres.2015.01.016,2015-01-25
10.1021/am5082556,2015-01-12
10.1159/000369902,2015-01-23
10.1093/molbev/msu399,2015-01-03
10.1074/jbc.m114.628636,2015-01-22
10.1128/jvi.03607-14,2015-01-22
10.1128/jvi.03566-14,2015-01-22
10.1074/jbc.m114.627521,2015-01-21
10.1074/mcp.m114.045237,2015-01-21
10.1158/0008-5472.can-14-2789,2015-01-15
10.1002/14651858.cd008807.pub2,2015-01-14
10.1128/jvi.03535-14,2015-01-15
10.1128/jvi.03427-14,2015-01-15
10.1128/jvi.03196-14,2015-01-15
10.1128/aem.03280-14,2014-12-02
10.1128/aem.03322-14,2014-11-22
10.1128/jvi.03515-14,2015-01-12
10.4269/ajtmh.14-0488,2014-11-05
10.1098/rspb.2014.2124,2014-11-12
10.1038/icb.2014.101,2015-01-06
10.1111/add.12784,2014-12-24
10.2105/ajph.2014.302413,2014-10-29
10.2105/ajph.2014.302192,2014-11-13
10.2174/1573395511666150707181644,2015-07-25
10.1177/1535370214545020,2014-07-24
10.1177/1535370214546273,2014-08-15
10.2217/fvl.15.69,2015-09-07
10.4172/1522-4821.1000147,2016-07-23
10.1002/jcb.24946,2014-08-20
10.1002/path.4462,2014-10-10
10.1631/jzus.b1400365,2015-01-10
10.1007/978-1-4939-2550-6_32,2015-03-29
10.1007/978-1-4939-2438-7_13,2015-02-26
10.1007/978-1-4939-2438-7_1,2015-02-26
10.1128/jvi.03416-14,2015-01-01
10.1128/jvi.02420-14,2015-01-01
10.1128/jvi.03398-14,2015-01-01
10.1074/jbc.m114.597518,2014-12-30
10.4254/wjh.v6.i12.916,2014-12-12
10.1002/jcla.21822,2014-12-26
10.1128/jvi.02953-14,2014-12-25
10.1128/aac.03977-14,2014-10-21
10.1128/aac.03999-14,2014-10-28
10.1038/nrrheum.2014.220,2014-12-23
10.1074/jbc.m114.630780,2014-12-20
10.1128/jcm.02322-14,2014-10-23
10.1128/jcm.01317-14,2014-10-30
10.1371/currents.outbreaks.98d2f8f3382d84f390736cd5f5fe133c,2014-12-19
10.1128/jvi.02980-14,2014-12-18
10.1038/ismej.2014.241,2014-12-16
10.1016/j.jneuroim.2014.12.012,2014-12-16
10.1128/jvi.02697-14,2014-10-30
10.1128/jvi.02085-14,2014-10-16
10.1128/jvi.02897-14,2014-10-30
10.1128/jvi.02516-14,2014-10-16
10.1128/jvi.02591-14,2014-10-16
10.1128/jvi.01927-14,2014-10-16
10.1128/jvi.02308-14,2014-10-16
10.1128/jvi.02208-14,2014-10-16
10.2119/molmed.2014.00169,2014-12-22
10.1016/j.cub.2014.11.005,2014-12-15
10.1073/pnas.1412661112,2014-12-16
10.3748/wjg.v20.i46.17686,2014-12-23
10.1016/j.ajic.2014.11.002,2014-12-13
10.1074/jbc.m114.619890,2014-12-11
10.1177/1757177414560251,2014-12-11
10.1128/jvi.02760-14,2014-12-11
10.4161/21645515.2014.988552,2014-12-08
10.4049/jimmunol.1402530,2014-12-09
10.1098/rspb.2014.1901,2014-10-22
10.1111/iep.12105,2014-12-09
10.1016/j.virusres.2014.11.028,2014-12-04
10.1128/jvi.02776-14,2014-12-04
10.1128/jvi.02190-14,2014-12-04
10.1073/pnas.1415864111,2014-12-04
10.1016/j.vetimm.2014.11.013,2014-12-03
10.4314/ahs.v14i4.41,2016-05-17
10.1128/aem.01871-14,2014-09-13
10.1089/bsp.2014.0025,2014-09-30
10.1128/jcm.02565-14,2014-10-02
10.1128/jcm.02635-14,2014-10-09
10.1128/jcm.02158-14,2014-09-25
10.1128/jvi.02494-14,2014-10-02
10.1128/jvi.01346-14,2014-09-25
10.1128/jvi.02379-14,2014-10-02
10.1128/jvi.01943-14,2014-10-02
10.1128/jvi.02232-14,2014-09-18
10.1128/jvi.01906-14,2014-09-18
10.1128/jvi.02505-14,2014-09-25
10.1128/jvi.02201-14,2014-09-18
10.1128/jvi.02040-14,2014-09-18
10.1542/peds.2014-2132,2014-11-18
10.1073/pnas.1415310111,2014-12-02
10.1089/vim.2014.0088,2014-10-24
10.1089/vim.2014.0080,2014-11-11
10.1177/1757177414553337,2014-10-30
10.4103/2277-9175.145744,2014-11-28
10.1128/jvi.02615-14,2014-11-27
10.1128/jvi.02744-14,2014-11-27
10.1128/jvi.02027-14,2014-11-27
10.1128/jvi.02596-14,2014-11-27
10.1002/hep.27396,2014-08-22
10.1117/1.jbo.20.5.051008,2014-11-25
10.1093/infdis/jiu658,2014-11-26
10.1002/eji.201444823,2014-10-20
10.4049/jimmunol.1401548,2014-11-25
10.1371/currents.outbreaks.c5c9c9abd636164a9b6fd4dbda974369,2014-12-17
10.1007/s00018-014-1785-y,2014-11-21
10.1128/jvi.01194-14,2014-11-20
10.1107/s2053230x14023085,2014-11-13
10.1107/s2053230x14022390,2014-11-13
10.1107/s2053230x14021876,2014-11-13
10.4172/2329-9088.1000177,2015-07-02
10.1128/jvi.02010-14,2014-11-13
10.1002/14651858.cd006206.pub4,2014-11-11
10.4049/jimmunol.1400654,2014-11-11
10.1074/jbc.m114.616193,2014-11-07
10.1111/petr.12383,2014-11-07
10.1128/jvi.01787-14,2014-11-07
10.1128/jvi.02671-14,2014-11-07
10.1074/mcp.m114.043513,2014-11-04
10.5365/wpsar.2014.5.3.005,2015-01-29
10.1146/annurev-virology-031413-085505,2014-10-01
10.1146/annurev-virology-031413-085537,2014-07-08
10.1128/cvi.00554-14,2014-08-28
10.1542/hpeds.2014-0018,2014-10-31
10.4161/hv.36122,2014-11-02
10.1128/jcm.01944-14,2014-08-14
10.1099/vir.0.069674-0,2014-07-31
10.1089/jir.2013.0136,2014-04-30
10.1128/jvi.02078-14,2014-09-04
10.1128/jvi.01744-14,2014-08-28
10.1128/jvi.01430-14,2014-08-28
10.1128/jvi.02138-14,2014-08-21
10.1128/jvi.01814-14,2014-08-21
10.1128/jvi.00708-14,2014-08-28
10.1128/jvi.01095-14,2014-08-14
10.1128/jvi.01857-14,2014-08-21
10.1128/jvi.01294-14,2014-08-21
10.4161/mabs.36292,2014-11-02
10.1038/nchembio.1671,2014-10-17
10.1073/pnas.1418966111,2014-11-01
10.4161/bioe.32133,2014-07-24
10.4161/mabs.29889,2014-07-14
10.1371/currents.outbreaks.cecdec16fa17091eea4c4a725dba9e16,2014-10-31
10.1074/jbc.m114.566802,2014-10-31
10.1128/jvi.01783-14,2014-10-30
10.1128/jvi.02718-14,2014-10-30
10.1038/nature13848,2014-10-24
10.1096/fj.14-255992,2014-10-24
10.1093/infdis/jiu580,2014-10-22
10.14745/ccdr.v40i17a01,2018-08-31
10.1016/j.cell.2014.10.006,2014-10-16
10.1093/cid/ciu812,2014-10-17
10.1016/j.cub.2014.09.072,2014-10-16
10.3851/imp2907,2014-10-15
10.1074/jbc.m114.609644,2014-10-16
10.4049/jimmunol.1400978,2014-10-03
10.1371/currents.outbreaks.2ab4b76ba7263ff0f084766e43abbd89,2014-12-05
10.1073/pnas.1406027111,2014-10-14
10.1182/blood-2014-04-569707,2014-08-02
10.1073/pnas.1407087111,2014-10-07
10.1002/pro.2578,2014-10-06
10.1007/s10616-014-9785-1,2014-10-03
10.1002/art.38754,2014-06-25
10.1515/hsz-2014-0156,2014-03-26
10.7861/clinmedicine.14-5-495,2014-10-09
10.1128/cmr.00049-14,2014-10-02
10.1128/cmr.00045-14,2014-10-02
10.1128/cmr.00036-14,2014-10-02
10.1128/cvi.00382-14,2014-07-31
10.1097/mol.0000000000000106,2014-07-18
10.1586/14737175.2014.955854,2014-09-23
10.1128/jcm.01641-14,2014-08-07
10.1128/jcm.01523-14,2014-07-24
10.1128/jcm.01653-14,2014-07-31
10.4103/0974-777x.145247,2014-11-21
10.1128/jvi.01505-14,2014-07-24
10.1128/jvi.00876-14,2014-07-24
10.1128/jvi.01498-14,2014-07-17
10.1128/jvi.02244-14,2014-09-08
10.1128/jvi.01758-14,2014-07-24
10.1128/jvi.00727-14,2014-07-17
10.1128/jvi.01528-14,2014-08-07
10.1128/jvi.01427-14,2014-08-14
10.1128/jvi.01935-14,2014-08-07
10.1128/jvi.00839-14,2014-08-07
10.1128/jvi.01749-14,2014-08-07
10.1128/jvi.01489-14,2014-08-07
10.1002/stem.1760,2014-06-04
10.1111/liv.12682,2014-09-09
10.1177/1757177414547832,2014-09-29
10.3109/14767058.2014.958463,2014-09-05
10.1038/cdd.2014.138,2014-09-26
10.3109/08830185.2014.956360,2014-09-26
10.1074/jbc.m114.606269,2014-09-27
10.1371/currents.dis.de9415573fbf90ee2c585cd0b2314547,2014-09-26
10.1378/chest.14-1246,2014-09-25
10.2196/jmir.3763,2014-09-25
10.3109/14767058.2014.954243,2014-08-15
10.1016/j.ccm.2014.08.006,2014-09-23
10.1111/disa.12089,2014-09-22
10.1056/nejmoa1411100,2014-09-22
10.1208/s12248-014-9665-9,2014-09-18
10.3238/arztebl.2014.0639,2018-05-02
10.1080/13600826.2014.951316,2014-09-18
10.1073/pnas.ss11137,2014-09-16
10.1002/14651858.cd006452.pub4,2014-09-15
10.1111/hex.12270,2014-09-15
10.1161/hypertensionaha.114.03871,2014-09-16
10.1161/hypertensionaha.114.03743,2014-09-16
10.1093/infdis/jiu511,2014-09-16
10.1007/s11524-014-9901-8,2014-09-12
10.1126/science.1254166,2014-09-11
10.1074/jbc.m114.592303,2014-09-12
10.1155/2014/157895,2014-09-09
10.1093/cid/ciu714,2014-09-10
10.1111/1468-0009.12065,2014-09-09
10.1073/pnas.1413974111,2014-09-09
10.1093/heapro/dau074,2014-09-10
10.1371/currents.outbreaks.89c0d3783f36958d96ebbae97348d571,2014-09-08
10.1007/s12288-014-0453-6,2014-09-05
10.1073/pnas.1323705111,2014-09-03
10.1146/annurev-virology-031413-085437,2014-10-01
10.1128/aac.02393-13,2014-07-15
10.1089/bsp.2014.0046,2014-09-25
10.1089/bsp.2014.0039,2014-09-25
10.1089/bsp.2014.0044,2014-09-25
10.1089/bsp.2014.0032,2014-09-25
10.1089/bsp.2014.0049,2014-09-25
10.2217/fvl.14.70,2014-10-27
10.4103/0019-5049.144679,2014-11-13
10.1128/jcm.01708-14,2014-08-20
10.1128/jcm.01389-14,2014-07-10
10.1128/jcm.01747-14,2014-08-20
10.1189/jlb.5ta0713-373r,2014-05-14
10.1128/jvi.01117-14,2014-06-26
10.1128/jvi.01341-14,2014-07-03
10.1128/jvi.01276-14,2014-07-03
10.1128/jvi.01357-14,2014-07-03
10.1128/jvi.01396-14,2014-07-10
10.1128/jvi.00945-14,2014-07-10
10.1128/jvi.00570-14,2014-07-03
10.1128/jvi.00801-14,2014-07-03
10.1128/jvi.00874-14,2014-07-03
10.1128/jvi.01562-14,2014-06-19
10.1128/jvi.00922-14,2014-06-12
10.1128/jvi.01462-14,2014-06-19
10.1128/jvi.03421-13,2014-06-05
10.1128/jvi.01774-14,2014-06-26
10.1128/jvi.01410-14,2014-06-19
10.1128/jvi.01570-14,2014-06-12
10.1128/jvi.01277-14,2014-06-19
10.1128/mmbr.00012-14,2014-09-02
10.1128/mmbr.00015-14,2014-09-02
10.5001/omj.2014.102,2014-10-21
10.1261/rna.046144.114,2014-07-23
10.11622/smedj.2014125,2014-09-25
10.11622/smedj.2014124,2014-09-25
10.1177/2040622314532862,2014-05-15
10.4161/hv.36165,2014-11-02
10.1073/pnas.1401437111,2014-08-26
10.1073/pnas.1409155111,2014-08-26
10.1378/chest.14-0735,2014-08-21
10.1089/hum.2014.092,2014-08-21
10.1074/jbc.m114.573402,2014-08-19
10.4049/jimmunol.1303196,2014-08-19
10.1073/pnas.1402981111,2014-08-19
10.1002/jmv.24042,2014-08-17
10.5365/wpsar.2014.5.3.001,2014-10-03
10.1093/cid/ciu647,2014-08-13
10.1073/pnas.1405889111,2014-08-12
10.4161/hv.34358,2014-09-29
10.1093/cid/ciu635,2014-08-07
10.4161/hv.34298,2014-09-05
10.1309/ajcphikrjc67aazj,2014-07-11
10.1128/aac.03011-14,2014-05-20
10.1128/aac.02994-14,2014-05-20
10.1128/aac.03036-14,2014-05-20
10.1128/aac.03406-14,2014-05-28
10.1128/aem.00402-14,2014-06-07
10.1128/cvi.00154-14,2014-05-29
10.1101/cshperspect.a016972,2014-08-01
10.1007/s12026-014-8534-z,2014-05-20
10.1074/jbc.m114.583344,2014-08-02
10.1128/jcm.00870-14,2014-06-12
10.1089/jmf.2013.2943,2014-07-10
10.1128/jvi.00768-14,2014-05-22
10.1128/jvi.00738-14,2014-05-29
10.1128/jvi.00907-14,2014-06-05
10.1128/jvi.00676-14,2014-06-05
10.1128/jvi.00700-14,2014-05-29
10.1128/jvi.00861-14,2014-05-29
10.1128/jvi.01020-14,2014-06-05
10.1128/jvi.00923-14,2014-06-05
10.1128/jvi.00983-14,2014-05-22
10.1128/jvi.03850-13,2014-05-15
10.1128/jvi.01133-14,2014-05-22
10.1128/jvi.00126-14,2014-05-15
10.1128/jvi.03178-13,2014-05-15
10.1089/mab.2014.0002,2014-08-29
10.1097/inf.0000000000000278,2014-04-09
10.1261/rna.043083.113,2014-06-21
10.1002/prot.24641,2014-07-05
10.1074/jbc.m114.577353,2014-07-30
10.1074/jbc.m114.592840,2014-07-30
10.1016/j.virol.2014.06.021,2014-07-26
10.1038/cr.2014.97,2014-07-25
10.4049/jimmunol.1400056,2014-07-26
10.3109/01902148.2014.929757,2014-07-24
10.1107/s2053230x14012953,2014-07-22
10.1038/ncomms5448,2014-07-23
10.1038/aps.2014.53,2014-08-19
10.1073/pnas.1410250111,2014-07-22
10.1159/000365646,2014-07-28
10.4161/auto.29455,2014-07-21
10.1007/s12079-014-0236-8,2014-07-15
10.1164/rccm.201312-2235oc,2014-06-17
10.1164/rccm.201311-2110oc,2014-06-18
10.1146/annurev-virology-031413-085527,2014-07-18
10.1093/humupd/dmu041,2014-07-12
10.1111/imm.12279,2014-03-14
10.1152/ajprenal.00151.2014,2014-07-10
10.1503/cmaj.109-4816,2014-05-27
10.1503/cmaj.109-4806,2014-05-21
10.1503/cmaj.109-4810,2014-05-21
10.4269/ajtmh.13-0524,2014-04-22
10.2105/ajph.2014.301873,2014-05-15
10.1128/aac.00129-14,2014-05-13
10.1128/aem.00767-14,2014-05-03
10.1002/cphy.c130040,2014-06-12
10.1097/ccm.0000000000000390,2014-06-17
10.1097/ccm.0000000000000322,2014-04-14
10.4155/fmc.14.60,2014-08-27
10.1101/gr.171934.113,2014-06-05
10.1128/iai.01494-13,2014-04-22
10.4103/2229-5151.141356,2014-09-22
10.1128/jcm.00359-14,2014-03-20
10.1089/cmb.2013.0150,2014-03-10
10.4103/0974-2700.136855,2014-07-16
