source_x,doi,pmcid,pubmed_id,created,created_year
PMC,http://dx.doi.org/10.12688/f1000research.22211.2,PMC7029759,32117569,2020-02-07,2020
PMC,http://dx.doi.org/10.1002/cti2.1115,PMC7030942,32099652,2020-02-19,2020
PMC,http://dx.doi.org/10.1098/rspb.2019.2882,PMC7031665,32019444,2020-02-05,2020
PMC,http://dx.doi.org/10.7717/peerj.8523,PMC7032056,32110484,2020-02-17,2020
PMC,http://dx.doi.org/10.1371/journal.pntd.0007964,PMC7032689,32078635,2020-02-20,2020
PMC,http://dx.doi.org/10.1371/journal.pmed.1003052,PMC7032690,32078650,2020-02-20,2020
PMC,http://dx.doi.org/10.1371/journal.ppat.1008269,PMC7032723,32032393,2020-02-07,2020
PMC,http://dx.doi.org/10.1038/s41598-020-59730-9,PMC7033253,32080231,2020-02-20,2020
PMC,http://dx.doi.org/10.1186/s40169-020-00271-z,PMC7033263,32078069,2020-02-20,2020
PMC,http://dx.doi.org/10.1128/MRA.01597-19,PMC7033275,32079638,2020-02-20,2020
PMC,http://dx.doi.org/10.1080/22221751.2020.1727299,PMC7033698,32056509,2020-02-14,2020
PMC,http://dx.doi.org/10.1080/22221751.2020.1723441,PMC7033706,32005086,2020-02-01,2020
PMC,http://dx.doi.org/10.1080/22221751.2020.1725399,PMC7033720,32020836,2020-02-05,2020
PMC,http://dx.doi.org/10.1186/s40779-020-00235-x,PMC7033854,32079545,2020-02-21,2020
PMC,http://dx.doi.org/10.1080/22221751.2020.1717999,PMC7034077,31996093,2020-01-30,2020
PMC,http://dx.doi.org/10.3389/fped.2020.00009,PMC7034298,32117824,2020-02-17,2020
PMC,http://dx.doi.org/10.1080/17482631.2020.1718468,PMC7034460,31975652,2020-01-24,2020
PMC,http://dx.doi.org/10.1080/16549716.2020.1717411,PMC7034494,32027239,2020-02-06,2020
PMC,http://dx.doi.org/10.1371/journal.pcbi.1007587,PMC7034926,32040506,2020-02-10,2020
PMC,http://dx.doi.org/10.1007/s12250-019-00190-5,PMC7035235,31916022,2020-01-08,2020
PMC,http://dx.doi.org/10.1038/s41392-020-0127-9,PMC7035340,32133159,2020-02-21,2020
PMC,http://dx.doi.org/10.1002/vms3.211,PMC7036310,31682081,2019-11-04,2019
PMC,http://dx.doi.org/10.1155/2020/7301617,PMC7037976,32099701,2020-02-12,2020
PMC,http://dx.doi.org/10.3390/molecules25030698,PMC7038230,32041276,2020-02-07,2020
PMC,http://dx.doi.org/10.1128/AAC.02373-19,PMC7038234,31871089,2020-02-21,2020
PMC,http://dx.doi.org/10.1038/s41421-020-0148-0,PMC7039910,32133152,2020-02-24,2020
PMC,http://dx.doi.org/10.1038/s41368-020-0074-x,PMC7039956,32094336,2020-02-24,2020
PMC,http://dx.doi.org/10.1038/s41421-020-0147-1,PMC7040011,32133153,2020-02-24,2020
PMC,http://dx.doi.org/10.3389/fimmu.2020.00211,PMC7040071,32133002,2020-02-18,2020
PMC,http://dx.doi.org/10.3389/fvets.2020.00075,PMC7040077,32133381,2020-02-18,2020
PMC,http://dx.doi.org/10.1111/irv.12707,PMC7040964,31820577,2019-12-10,2019
PMC,http://dx.doi.org/10.1111/irv.12701,PMC7040966,31786832,2019-12-02,2019
PMC,http://dx.doi.org/10.1111/irv.12694,PMC7040968,31651085,2019-10-25,2019
PMC,http://dx.doi.org/10.1111/irv.12684,PMC7040971,31923349,2020-01-10,2020
PMC,http://dx.doi.org/10.1186/s12879-020-4877-3,PMC7041086,32093612,2020-02-24,2020
PMC,http://dx.doi.org/10.3389/fped.2020.00044,PMC7041426,32133330,2020-02-18,2020
PMC,http://dx.doi.org/10.5194/pb-4-17-2017,PMC7041528,32110688,2017-03-01,2017
PMC,http://dx.doi.org/10.1371/journal.pmed.1003075,PMC7041788,32097415,2020-02-25,2020
PMC,http://dx.doi.org/10.1371/journal.pone.0229467,PMC7041804,32097449,2020-02-25,2020
PMC,http://dx.doi.org/10.1038/s41598-020-60425-4,PMC7042247,32099040,2020-02-25,2020
PMC,http://dx.doi.org/10.3389/fvets.2020.00005,PMC7044151,NA,2020-02-20,2020
PMC,http://dx.doi.org/10.1038/s41467-020-14867-z,PMC7044196,32103002,2020-02-26,2020
PMC,http://dx.doi.org/10.3389/fmicb.2020.00105,PMC7044266,NA,2020-02-20,2020
PMC,http://dx.doi.org/10.1038/s41598-020-60564-8,PMC7044311,32103130,2020-02-26,2020
PMC,http://dx.doi.org/10.1136/bmjopen-2019-029484,PMC7045092,32054622,2020-02-13,2020
PMC,http://dx.doi.org/10.1371/journal.pntd.0008065,PMC7046297,32059047,2020-02-14,2020
PMC,http://dx.doi.org/10.1016/j.eclinm.2020.100300,PMC7046497,32140676,2020-02-26,2020
PMC,http://dx.doi.org/10.2471/BLT.20.000320,PMC7047026,NA,2020-03-01,2020
PMC,http://dx.doi.org/10.2471/BLT.20.251561,PMC7047033,32132744,2020-03-01,2020
PMC,http://dx.doi.org/10.2471/BLT.20.010320,PMC7047037,32132747,2020-03-01,2020
PMC,http://dx.doi.org/10.1186/s12916-020-01533-w,PMC7047369,32106852,2020-02-28,2020
PMC,http://dx.doi.org/10.1186/s40249-020-00640-3,PMC7047374,32111262,2020-02-28,2020
PMC,http://dx.doi.org/10.1371/journal.pone.0229658,PMC7048291,32109254,2020-02-28,2020
PMC,http://dx.doi.org/10.1371/journal.ppat.1008314,PMC7048315,32069326,2020-02-18,2020
PMC,http://dx.doi.org/10.1038/s41598-020-60721-z,PMC7048818,32111911,2020-02-28,2020
PMC,http://dx.doi.org/10.1155/2020/6212643,PMC7049438,32148499,2020-02-18,2020
PMC,http://dx.doi.org/10.7717/peerj.8601,PMC7049463,32149023,2020-02-27,2020
PMC,http://dx.doi.org/10.1155/2020/9629747,PMC7049846,32149148,2020-02-19,2020
PMC,http://dx.doi.org/10.1186/s12889-020-8269-9,PMC7050115,32114986,2020-03-02,2020
PMC,http://dx.doi.org/10.5334/aogh.2413,PMC7052346,30741504,2019-01-22,2019
PMC,http://dx.doi.org/10.1038/s41422-020-0282-0,PMC7054408,32020029,2020-02-04,2020
PMC,http://dx.doi.org/10.7554/eLife.55570,PMC7060038,32091395,NA,NA
PMC,http://dx.doi.org/10.1093/nar/gkl531,PMC1616946,16920740,2006-08-19,2006
PMC,http://dx.doi.org/10.1093/nar/gkl574,PMC1616953,16920738,2006-08-19,2006
PMC,http://dx.doi.org/10.1093/nar/gkl398,PMC1616970,16935887,2006-08-26,2006
PMC,http://dx.doi.org/10.1093/nar/gkl650,PMC1635287,16971454,2006-09-14,2006
PMC,http://dx.doi.org/10.1093/nar/gkl565,PMC1636417,17012284,2006-09-30,2006
PMC,http://dx.doi.org/10.1093/nar/gkl702,PMC1636451,17000638,2006-09-26,2006
PMC,http://dx.doi.org/10.1093/nar/gkl580,PMC1636460,17012271,2006-09-30,2006
PMC,http://dx.doi.org/10.1093/nar/gkl679,PMC1636472,17012270,2006-09-30,2006
PMC,http://dx.doi.org/10.1093/nar/gkl858,PMC1669763,17142235,2006-11-18,2006
PMC,http://dx.doi.org/10.1093/nar/gkl952,PMC1751549,17135201,2006-11-30,2006
PMC,http://dx.doi.org/10.1093/nar/gkl1004,PMC1781101,17158166,2006-12-08,2006
PMC,http://dx.doi.org/10.1093/nar/gkl1033,PMC1802563,17158156,2006-12-08,2006
PMC,http://dx.doi.org/10.1093/nar/gkl1062,PMC1807961,17204484,2007-01-05,2007
PMC,http://dx.doi.org/10.1093/nar/gkm051,PMC1874606,17287288,2007-02-08,2007
PMC,http://dx.doi.org/10.1038/sj.emboj.7601746,PMC1914094,17557078,2007-06-07,2007
PMC,http://dx.doi.org/10.1093/nar/gkm403,PMC1919510,17545195,2007-06-02,2007
PMC,http://dx.doi.org/10.1093/nar/gkm275,PMC1933182,17488842,2007-05-09,2007
PMC,http://dx.doi.org/10.1093/nar/gkm258,PMC1933184,17478505,2007-05-04,2007
PMC,http://dx.doi.org/10.1093/nar/gkm389,PMC1934988,17576684,2007-06-19,2007
PMC,http://dx.doi.org/10.1093/nar/gkm478,PMC1976451,17670797,2007-08-02,2007
PMC,http://dx.doi.org/10.1093/nar/gkl1123,PMC1994780,17259215,2007-01-27,2007
PMC,NA,PMC1994808,17940630,2006-12-01,2006
PMC,http://dx.doi.org/10.1093/nar/gkm578,PMC2018615,17704133,2007-08-18,2007
PMC,http://dx.doi.org/10.1093/nar/gkm502,PMC2018635,17704138,2007-08-18,2007
PMC,NA,PMC2106561,14286297,1965-01-01,1965
PMC,NA,PMC2113407,6470038,1984-09-01,1984
PMC,NA,PMC2113797,3522602,1986-07-01,1986
PMC,NA,PMC2113917,4044646,1985-10-01,1985
PMC,NA,PMC2113985,2999159,1985-12-01,1985
PMC,NA,PMC2114239,3011809,1986-06-01,1986
PMC,NA,PMC2114261,3458708,1986-06-01,1986
PMC,NA,PMC2114808,2821011,1987-09-01,1987
PMC,NA,PMC2114809,2821010,1987-09-01,1987
PMC,NA,PMC2115043,2836431,1988-05-01,1988
PMC,NA,PMC2115162,2839521,1988-07-01,1988
PMC,NA,PMC2115309,2846584,1988-11-01,1988
PMC,NA,PMC2115421,2537312,1989-02-01,1989
PMC,NA,PMC2115513,2647766,1989-04-01,1989
PMC,NA,PMC2115535,2565905,1989-05-01,1989
PMC,NA,PMC2115569,2654138,1989-05-01,1989
PMC,NA,PMC2115698,3198691,1988-12-01,1988
PMC,NA,PMC2115831,2553746,1989-11-01,1989
PMC,NA,PMC2115898,2557353,1989-12-01,1989
PMC,NA,PMC2115992,2295680,1990-01-01,1990
PMC,NA,PMC2116277,2167897,1990-09-01,1990
PMC,NA,PMC2116283,2391367,1990-09-01,1990
PMC,NA,PMC2116293,2167898,1990-09-01,1990
PMC,http://dx.doi.org/10.1084/jem.20070462,PMC2118498,17923501,2007-10-09,2007
PMC,NA,PMC2118742,1985125,1991-01-01,1991
PMC,NA,PMC2119224,1569393,1992-05-01,1992
PMC,NA,PMC2119354,1324969,1992-09-01,1992
PMC,NA,PMC2119439,1402670,1992-11-01,1992
PMC,NA,PMC2119546,8381121,1993-02-01,1993
PMC,NA,PMC2119557,8486734,1993-05-01,1993
PMC,NA,PMC2119699,8509444,1993-06-01,1993
PMC,NA,PMC2119726,7679672,1993-03-01,1993
PMC,NA,PMC2119736,8436587,1993-03-01,1993
PMC,NA,PMC2119759,8449979,1993-03-01,1993
PMC,NA,PMC2119850,8397214,1993-09-01,1993
PMC,NA,PMC2119890,8294506,1994-01-01,1994
PMC,NA,PMC2120028,8163544,1994-04-01,1994
PMC,NA,PMC2120032,8163543,1994-04-01,1994
PMC,NA,PMC2120086,8027188,1994-07-01,1994
PMC,NA,PMC2120087,8027183,1994-07-01,1994
PMC,NA,PMC2120216,7929580,1994-10-01,1994
PMC,NA,PMC2120240,7962051,1994-11-01,1994
PMC,NA,PMC2120273,7806564,1994-12-01,1994
PMC,NA,PMC2120279,7798312,1994-12-01,1994
PMC,NA,PMC2120588,7559786,1995-10-01,1995
PMC,NA,PMC2120767,8601597,1996-03-01,1996
PMC,NA,PMC2120888,8707815,1996-07-01,1996
PMC,NA,PMC2121027,8858160,1996-10-01,1996
PMC,NA,PMC2121066,8909538,1996-11-01,1996
PMC,http://dx.doi.org/10.1084/jem.20052388,PMC2121216,16651386,2006-05-02,2006
PMC,NA,PMC2132526,9182658,1997-06-01,1997
PMC,NA,PMC2132625,9396747,1997-12-01,1997
PMC,NA,PMC2132786,9628890,1998-06-01,1998
PMC,NA,PMC2132897,9922453,1999-01-01,1999
PMC,NA,PMC2133957,8991095,1996-12-01,1996
PMC,NA,PMC2134822,9015300,1997-01-01,1997
PMC,NA,PMC2136532,13271673,1955-11-01,1955
PMC,NA,PMC2136741,13449230,1957-08-01,1957
PMC,NA,PMC2137639,14030664,1963-05-01,1963
PMC,NA,PMC2138039,9265642,1997-08-01,1997
PMC,NA,PMC2138373,4289738,1967-04-01,1967
PMC,NA,PMC2138776,4317220,1970-04-01,1970
PMC,NA,PMC2138781,4317219,1970-04-01,1970
PMC,NA,PMC2148452,9548715,1998-04-01,1998
PMC,NA,PMC2174331,11381082,2001-05-01,2001
PMC,NA,PMC2174547,10704444,2000-03-01,2000
PMC,http://dx.doi.org/10.1093/nar/gkm918,PMC2175352,18006572,2007-11-16,2007
PMC,http://dx.doi.org/10.1093/ecam/nem013,PMC2176148,18227906,2007-03-15,2007
PMC,NA,PMC2180621,67173,1977-04-01,1977
PMC,NA,PMC2186118,6265581,1981-03-01,1981
PMC,NA,PMC2186133,6265583,1981-04-01,1981
PMC,NA,PMC2186492,6270227,1981-10-01,1981
PMC,NA,PMC2187068,6345713,1983-07-01,1983
PMC,NA,PMC2188172,2358786,1990-07-01,1990
PMC,NA,PMC2188233,3088208,1986-08-01,1986
PMC,NA,PMC2188595,1698910,1990-10-01,1990
PMC,NA,PMC2188644,3036995,1987-07-01,1987
PMC,NA,PMC2189060,2580038,1985-04-01,1985
PMC,NA,PMC2189285,2647891,1989-03-01,1989
PMC,NA,PMC2190139,175127,1976-03-01,1976
PMC,NA,PMC2190814,1901078,1991-04-01,1991
PMC,NA,PMC2191081,8315394,1993-07-01,1993
PMC,NA,PMC2191380,8294885,1994-02-01,1994
PMC,NA,PMC2191627,8064222,1994-09-01,1994
PMC,NA,PMC2192190,7595201,1995-11-01,1995
PMC,NA,PMC2192914,9927507,1999-02-01,1999
PMC,NA,PMC2193284,10993917,2000-09-01,2000
PMC,NA,PMC2193438,11435470,2001-07-01,2001
PMC,NA,PMC2195568,10432280,1999-07-01,1999
PMC,NA,PMC2195581,10430622,1999-08-01,1999
PMC,NA,PMC2196344,9166429,1997-06-01,1997
PMC,NA,PMC2196376,8976191,1996-12-01,1996
PMC,NA,PMC2199941,7615632,1995-07-01,1995
PMC,NA,PMC2199982,7593163,1995-10-01,1995
PMC,NA,PMC2200012,7490293,1995-11-01,1995
PMC,NA,PMC2200014,7490291,1995-11-01,1995
PMC,NA,PMC2200027,8034737,1994-07-01,1994
PMC,NA,PMC2200096,8385670,1993-04-01,1993
PMC,NA,PMC2200098,8468347,1993-04-01,1993
PMC,http://dx.doi.org/10.1084/jem.20041115,PMC2211913,15545357,2004-11-15,2004
PMC,http://dx.doi.org/10.1084/jem.20041337,PMC2213046,15710651,2005-02-15,2005
PMC,http://dx.doi.org/10.1084/jem.20050828,PMC2213088,16043521,2005-07-26,2005
PMC,http://dx.doi.org/10.1084/jem.20050341,PMC2213096,15781575,2005-03-21,2005
PMC,http://dx.doi.org/10.1093/nar/gkm925,PMC2238845,17982173,2007-11-04,2007
PMC,http://dx.doi.org/10.1093/nar/gkm754,PMC2238867,17913743,2007-10-04,2007
PMC,http://dx.doi.org/10.1093/nar/gkm903,PMC2239001,17984082,2007-11-06,2007
PMC,http://dx.doi.org/10.1093/nar/gkm1106,PMC2248741,18079152,2007-12-14,2007
PMC,http://dx.doi.org/10.1093/nar/gkm906,PMC2248755,17984074,2007-11-06,2007
PMC,NA,PMC2288887,1847928,1991-03-01,1991
PMC,NA,PMC2289003,1710224,1991-06-01,1991
PMC,NA,PMC2289203,1757460,1991-12-01,1991
PMC,NA,PMC2289207,1757461,1991-12-01,1991
PMC,NA,PMC2289244,1955486,1991-12-01,1991
PMC,NA,PMC2289363,1740467,1992-03-01,1992
PMC,NA,PMC2289426,1560026,1992-04-01,1992
PMC,NA,PMC2289447,1572894,1992-05-01,1992
PMC,NA,PMC2289488,1577870,1992-06-01,1992
PMC,NA,PMC2289574,1500424,1992-08-01,1992
PMC,NA,PMC2289601,1522109,1992-09-01,1992
PMC,NA,PMC2289628,1527174,1992-10-01,1992
PMC,NA,PMC2289743,1469044,1992-12-01,1992
PMC,NA,PMC2289754,1281815,1992-12-01,1992
PMC,NA,PMC2289920,1655802,1991-10-01,1991
PMC,NA,PMC2290050,1378445,1992-07-01,1992
PMC,NA,PMC2290952,8089174,1994-09-01,1994
PMC,NA,PMC2291173,7790351,1995-06-01,1995
PMC,http://dx.doi.org/10.1093/nar/gkm1100,PMC2396418,18385160,2008-04-03,2008
PMC,http://dx.doi.org/10.1093/nar/gkn109,PMC2396423,18346971,2008-03-18,2008
PMC,http://dx.doi.org/10.1093/ecam/nem014,PMC2396482,18604262,2007-03-27,2007
PMC,http://dx.doi.org/10.1038/emboj.2008.101,PMC2396876,18497748,2008-05-22,2008
PMC,http://dx.doi.org/10.1093/protein/gzn027,PMC2461042,18480090,2008-05-15,2008
PMC,http://dx.doi.org/10.1093/pubmed/fdn023,PMC2518065,18441347,2008-04-27,2008
PMC,http://dx.doi.org/10.1093/ecam/nem035,PMC2529389,18830453,2007-05-30,2007
PMC,http://dx.doi.org/10.1093/nar/gkn518,PMC2566873,18710881,2008-08-19,2008
PMC,http://dx.doi.org/10.1093/nar/gkn578,PMC2566878,18820303,2008-09-28,2008
PMC,http://dx.doi.org/10.1093/nar/gkn544,PMC2582601,18836192,2008-10-05,2008
PMC,http://dx.doi.org/10.1093/nar/gkn585,PMC2582611,18794177,2008-09-16,2008
PMC,http://dx.doi.org/10.1093/nar/gkn541,PMC2582615,18796528,2008-09-17,2008
PMC,http://dx.doi.org/10.3348/kjr.2007.8.6.466,PMC2627448,18071276,2008-12-29,2008
PMC,http://dx.doi.org/10.3349/ymj.2007.48.4.586,PMC2628066,17722229,2008-03-27,2008
PMC,http://dx.doi.org/10.2174/1874091X00903010001,PMC2669640,19401756,2009-01-21,2009
PMC,http://dx.doi.org/10.1093/nar/gkn794,PMC2686459,18984613,2008-11-05,2008
PMC,http://dx.doi.org/10.1093/nar/gkn766,PMC2686503,18953034,2008-10-26,2008
PMC,http://dx.doi.org/10.1093/nar/gkn729,PMC2686580,18948277,2008-10-24,2008
PMC,NA,PMC2687921,19753294,2009-01-01,2009
PMC,http://dx.doi.org/10.1093/medlaw/fwp007,PMC2697855,19429684,2009-05-09,2009
PMC,NA,PMC2702078,19565018,2008-11-27,2008
PMC,http://dx.doi.org/10.1093/nar/gkp278,PMC2703908,19398429,2009-04-28,2009
PMC,http://dx.doi.org/10.2174/1874357900903010007,PMC2707758,19718237,2009-04-02,2009
PMC,http://dx.doi.org/10.3346/jkms.2006.21.5.963,PMC2722016,NA,2009-07-06,2009
PMC,http://dx.doi.org/10.1136/bmj.b2976,PMC2722696,19661138,2009-08-06,2009
PMC,http://dx.doi.org/10.1083/jcb.200903014,PMC2728407,19651891,2009-08-04,2009
PMC,http://dx.doi.org/10.3346/jkms.2006.21.2.208,PMC2733992,16614502,2009-08-26,2009
PMC,http://dx.doi.org/10.1084/jem.20082874,PMC2737161,19652017,2009-08-04,2009
PMC,http://dx.doi.org/10.1093/nar/gkp499,PMC2760787,19531738,2009-06-17,2009
PMC,NA,PMC2765774,19946398,2009-07-07,2009
PMC,http://dx.doi.org/10.1051/vetres/2009054,PMC2769550,19793537,2009-09-30,2009
PMC,http://dx.doi.org/10.1093/nar/gkp659,PMC2770652,19759213,2009-09-17,2009
PMC,http://dx.doi.org/10.1093/nar/gkp714,PMC2770676,19729514,2009-09-04,2009
PMC,http://dx.doi.org/10.1038/msb.2009.71,PMC2779085,19888206,2009-11-03,2009
PMC,http://dx.doi.org/10.1083/jcb.200904149,PMC2779236,19948502,2009-11-16,2009
PMC,http://dx.doi.org/10.1093/ecam/nem156,PMC2781767,18955262,2007-10-25,2007
PMC,http://dx.doi.org/10.1093/database/bap014,PMC2790308,20157487,2009-10-13,2009
PMC,http://dx.doi.org/10.1093/database/bap015,PMC2790309,20157488,2009-11-03,2009
PMC,http://dx.doi.org/10.3402/gha.v2i0.2035,PMC2792157,20027251,2009-11-02,2009
PMC,http://dx.doi.org/10.1093/nar/gkp779,PMC2794165,19812214,2009-10-08,2009
PMC,http://dx.doi.org/10.1093/nar/gkp904,PMC2800238,19875418,2009-10-30,2009
PMC,http://dx.doi.org/10.2174/1875397300903010033,PMC2802765,20161834,2009-06-18,2009
PMC,http://dx.doi.org/10.1074/mcp.M900338-MCP200,PMC2808258,19812395,2009-10-07,2009
PMC,http://dx.doi.org/10.1093/nar/gkp788,PMC2808893,19783826,2009-09-27,2009
PMC,http://dx.doi.org/10.1093/nar/gkp1000,PMC2808970,20007148,2009-12-10,2009
PMC,http://dx.doi.org/10.1051/vetres/2009076,PMC2821766,20003910,2009-12-15,2009
PMC,http://dx.doi.org/10.1051/vetres/2010002,PMC2826090,20167192,2010-01-14,2010
PMC,http://dx.doi.org/10.1051/vetres/2010010,PMC2831534,20167200,2010-02-08,2010
PMC,http://dx.doi.org/10.1093/nar/gkp1107,PMC2836554,20007152,2009-12-10,2009
PMC,http://dx.doi.org/10.2174/1874613601004020037,PMC2842943,20309404,2010-02-01,2010
PMC,http://dx.doi.org/10.1093/nar/gkq021,PMC2853144,20123730,2010-02-02,2010
PMC,http://dx.doi.org/10.1093/nar/gkq119,PMC2860123,20211840,2010-03-09,2010
PMC,http://dx.doi.org/10.1093/nar/gkq089,PMC2874996,20185568,2010-02-26,2010
PMC,http://dx.doi.org/10.1093/dnares/dsq008,PMC2885272,20360268,2010-04-02,2010
PMC,http://dx.doi.org/10.3348/kjr.2010.11.4.417,PMC2893312,20592925,2010-06-24,2010
PMC,http://dx.doi.org/10.1093/nar/gkq324,PMC2896119,20435672,2010-05-01,2010
PMC,http://dx.doi.org/10.1093/epirev/mxq006,PMC2898916,20423936,2010-04-28,2010
PMC,http://dx.doi.org/10.1074/jbc.M110.103275,PMC2906266,20507992,2010-05-27,2010
PMC,http://dx.doi.org/10.3349/ymj.2010.51.5.761,PMC2908874,20635453,2010-07-19,2010
PMC,http://dx.doi.org/10.2174/1874357901004010076,PMC2918871,20700397,2010-06-08,2010
PMC,http://dx.doi.org/10.1136/bmj.c4978,PMC2950260,20921080,2010-10-04,2010
PMC,http://dx.doi.org/10.1128/mBio.00219-10,PMC2957079,20978536,2010-10-19,2010
PMC,http://dx.doi.org/10.1128/mBio.00206-10,PMC2962437,20978541,2010-10-26,2010
PMC,http://dx.doi.org/10.1093/nar/gkq554,PMC2965252,20558599,2010-06-18,2010
PMC,http://dx.doi.org/10.1128/mBio.00208-10,PMC2975989,21063474,2010-10-12,2010
PMC,http://dx.doi.org/10.1091/mbc.E10-04-0338,PMC2982091,20861307,2010-09-22,2010
PMC,http://dx.doi.org/10.1074/mcp.M110.001859,PMC2984239,20647383,2010-07-20,2010
PMC,http://dx.doi.org/10.1093/annonc/mdq254,PMC2990816,20511340,2010-05-29,2010
PMC,http://dx.doi.org/10.1093/ije/dyq208,PMC2992613,21113032,2010-11-27,2010
PMC,http://dx.doi.org/10.1093/ije/dyq217,PMC2992621,21113036,2010-11-27,2010
PMC,http://dx.doi.org/10.1093/ije/dyq223,PMC2992623,21113039,2010-11-27,2010
PMC,http://dx.doi.org/10.1093/nar/gkq629,PMC2995055,20639537,2010-07-18,2010
PMC,http://dx.doi.org/10.1093/nar/gkq647,PMC2995068,20671029,2010-07-30,2010
PMC,http://dx.doi.org/10.1093/nar/gkq777,PMC2995084,20864443,2010-09-24,2010
PMC,http://dx.doi.org/10.1590/S1807-59322010001100014,PMC2999709,21243286,2010-01-01,2010
PMC,http://dx.doi.org/10.1128/mBio.00265-10,PMC2999940,21151776,2010-11-30,2010
PMC,http://dx.doi.org/10.1093/nar/gkq650,PMC3001050,20693527,2010-08-08,2010
PMC,http://dx.doi.org/10.1083/jcb.201008160,PMC3010063,21187327,2010-12-27,2010
PMC,http://dx.doi.org/10.1093/nar/gkq1013,PMC3013642,21081560,2010-11-17,2010
PMC,http://dx.doi.org/10.1093/nar/gkq761,PMC3017607,20823091,2010-09-08,2010
PMC,http://dx.doi.org/10.3349/ymj.2011.52.1.181,PMC3017695,21155052,2010-12-10,2010
PMC,http://dx.doi.org/10.1590/S1807-59322010001200003,PMC3020331,21340209,2010-01-01,2010
PMC,http://dx.doi.org/10.1136/gut.2009.202283,PMC3022365,20940287,2010-10-13,2010
PMC,http://dx.doi.org/10.1084/jem.20101352,PMC3023136,21220454,2011-01-11,2011
PMC,http://dx.doi.org/10.2174/1874192401004010231,PMC3024564,21258568,2010-12-29,2010
PMC,http://dx.doi.org/10.1093/nar/gkq785,PMC3025546,20817929,2010-09-05,2010
PMC,http://dx.doi.org/10.1128/mBio.00325-10,PMC3034460,21285433,2011-03-01,2011
PMC,http://dx.doi.org/10.1093/nar/gkq885,PMC3035469,20935056,2010-10-18,2010
PMC,http://dx.doi.org/10.1093/infdis/jiq025,PMC3071052,21288816,2010-12-14,2010
PMC,http://dx.doi.org/10.1038/bmt.2010.161,PMC3072519,20661236,2010-07-26,2010
PMC,NA,PMC3074093,21487571,2011-04-07,2011
PMC,http://dx.doi.org/10.1093/nar/gkq1220,PMC3074144,21109528,2010-11-26,2010
PMC,http://dx.doi.org/10.4258/hir.2010.16.3.177,PMC3089857,21818437,2010-10-22,2010
PMC,http://dx.doi.org/10.1093/glycob/cwr008,PMC3091528,21257728,2011-01-22,2011
PMC,http://dx.doi.org/10.1093/molbev/msr005,PMC3098512,21216840,2011-01-08,2011
PMC,http://dx.doi.org/10.1093/infdis/jir173,PMC3100511,21606536,2011-05-24,2011
PMC,http://dx.doi.org/10.2174/1874357901105010052,PMC3109525,21660190,2011-05-20,2011
PMC,http://dx.doi.org/10.1128/mBio.00077-11,PMC3111606,21673192,2011-06-14,2011
PMC,NA,PMC3113223,21673948,2007-12-04,2007
PMC,http://dx.doi.org/10.1093/nar/gkr036,PMC3113570,21306995,2011-02-10,2011
PMC,http://dx.doi.org/10.1038/cddis.2011.24,PMC3122056,21472004,2011-04-07,2011
PMC,http://dx.doi.org/10.3346/jkms.2011.26.7.851,PMC3124712,21738335,2011-06-24,2011
PMC,http://dx.doi.org/10.3343/kjlm.2011.31.3.179,PMC3129349,21779192,2011-07-01,2011
PMC,http://dx.doi.org/10.1590/S1807-59322011000600015,PMC3129944,21808867,2011-01-01,2011
PMC,http://dx.doi.org/10.2174/1874306401105010061,PMC3134957,21760867,2011-07-15,2011
PMC,http://dx.doi.org/10.1084/jem.20110226,PMC3135369,21708931,2011-06-28,2011
PMC,http://dx.doi.org/10.1093/humrep/der171,PMC3137391,21665875,2011-06-11,2011
PMC,http://dx.doi.org/10.1590/S1807-59322011000700012,PMC3148463,21876973,2011-01-01,2011
PMC,http://dx.doi.org/10.1084/jem.20110236,PMC3149215,21746812,2011-07-12,2011
PMC,http://dx.doi.org/10.1128/mBio.00169-11,PMC3150756,21828218,2011-08-09,2011
PMC,http://dx.doi.org/10.1093/nar/gkr382,PMC3152369,21602263,2011-05-21,2011
PMC,http://dx.doi.org/10.3410/B3-17,PMC3155207,21876728,2011-08-01,2011
PMC,NA,PMC3157269,21850204,2011-08-07,2011
PMC,http://dx.doi.org/10.1093/nar/gkr224,PMC3159437,21525127,2011-04-28,2011
PMC,http://dx.doi.org/10.3402/ehtj.v4i0.7159,PMC3168224,24149032,2011-06-21,2011
PMC,http://dx.doi.org/10.3791/2536,PMC3169278,21559002,2011-05-10,2011
PMC,http://dx.doi.org/10.1136/jech.2010.119875,PMC3171979,21131303,2010-12-04,2010
PMC,http://dx.doi.org/10.3345/kjp.2011.54.6.234,PMC3174358,21949517,2011-09-14,2011
PMC,http://dx.doi.org/10.1128/mBio.00134-11,PMC3175625,21933919,2011-09-20,2011
PMC,http://dx.doi.org/10.1093/nar/gkr474,PMC3177209,21712243,2011-06-29,2011
PMC,http://dx.doi.org/10.4103/0256-4947.84633,PMC3183689,21911992,2011-09-08,2011
PMC,http://dx.doi.org/10.1128/mBio.00166-11,PMC3187575,21972238,2011-10-04,2011
PMC,http://dx.doi.org/10.1093/bioinformatics/btr479,PMC3187650,21852304,2011-08-19,2011
PMC,http://dx.doi.org/10.3791/2834,PMC3196172,21775959,2011-07-20,2011
PMC,NA,PMC3201003,22073054,2005-09-28,2005
