source_x,doi,pmcid,pubmed_id,date
PMC,10.1186/s12879-015-1111-9,PMC4574578,26381737,2015-09-18
PMC,10.1371/journal.pone.0138380,PMC4574978,26379044,2015-09-17
PMC,10.1371/journal.pone.0137212,PMC4575056,26381882,2015-09-18
PMC,10.1371/journal.pone.0138694,PMC4575147,26384248,2015-09-18
PMC,10.3390/v7082825,PMC4576186,26287230,2015-08-07
PMC,10.3390/v7082826,PMC4576187,26258788,2015-08-07
PMC,10.3390/v7082833,PMC4576194,26266418,2015-08-10
PMC,10.1371/journal.pone.0138018,PMC4577090,26390032,2015-09-21
PMC,10.1186/s12887-015-0454-0,PMC4578678,26391669,2015-09-21
PMC,10.1186/s13028-015-0149-4,PMC4579792,26395082,2015-09-22
PMC,10.1186/s12889-015-2245-9,PMC4579795,26395243,2015-09-23
PMC,10.1371/journal.pone.0138772,PMC4580451,26397116,2015-09-23
PMC,10.1371/journal.pone.0136353,PMC4580468,26397699,2015-09-23
PMC,10.1371/journal.pone.0138138,PMC4580613,26398118,2015-09-23
PMC,10.1371/journal.pone.0137378,PMC4580640,26398784,2015-09-23
PMC,10.1186/s13567-015-0240-x,PMC4581119,26403079,2015-09-24
PMC,10.1242/jcs.165209,PMC4582187,26169395,2015-07-14
PMC,10.1242/jcs.169573,PMC4582189,26208633,2015-07-25
PMC,10.1186/s13567-015-0249-1,PMC4582625,26408019,2015-09-25
PMC,10.1371/journal.pone.0138075,PMC4583277,26406906,2015-09-25
PMC,10.1371/journal.pone.0138684,PMC4583381,26406339,2015-09-25
PMC,10.1371/journal.pone.0135288,PMC4583459,26407080,2015-09-25
PMC,10.1371/journal.ppat.1005185,PMC4583462,26406250,2015-09-25
PMC,10.1155/2015/292950,PMC4584244,26451363,2015-09-14
PMC,10.3390/v7092849,PMC4584293,26343706,2015-09-01
PMC,10.3390/v7092862,PMC4584306,26393640,2015-09-17
PMC,10.3390/v7092865,PMC4584309,26404354,2015-09-23
PMC,10.1186/s12985-015-0383-4,PMC4584467,26411318,2015-09-27
PMC,10.3389/fpubh.2015.00215,PMC4585064,26442242,2015-09-28
PMC,10.3389/fmicb.2015.00997,PMC4585070,26441924,2015-09-28
PMC,10.3389/fimmu.2015.00477,PMC4585326,26441982,2015-09-28
PMC,10.3390/nu7095350,PMC4586545,26371035,2015-09-08
PMC,10.3390/ijerph120911025,PMC4586659,26371017,2015-09-08
PMC,10.1155/2015/207105,PMC4586906,26451161,2015-09-16
PMC,10.1186/s12916-015-0468-3,PMC4588253,26420593,2015-09-18
PMC,10.3389/fmicb.2015.01069,PMC4589665,26483782,2015-10-01
PMC,10.1155/2014/424138,PMC4590838,26464932,2014-02-20
PMC,10.1186/s12879-015-1126-2,PMC4591558,26429778,2015-10-01
PMC,10.1155/2015/531650,PMC4592709,26457078,2015-09-20
PMC,10.1371/journal.pone.0139681,PMC4593567,26436774,2015-10-05
PMC,10.1038/srep14753,PMC4593962,26439734,2015-10-06
PMC,10.1371/journal.pone.0139266,PMC4594914,26441071,2015-10-06
PMC,10.1186/s12931-015-0281-8,PMC4595062,26438038,2015-10-05
PMC,10.1186/s40248-015-0028-x,PMC4595187,NA,2015-10-06
PMC,10.1038/srep14830,PMC4595845,26445169,2015-10-07
PMC,10.1186/s40781-015-0065-1,PMC4597758,26451253,2015-09-15
PMC,10.3402/gha.v8.28871,PMC4598337,26449204,2015-10-07
PMC,10.1371/journal.pgen.1005504,PMC4599853,26452100,2015-10-09
PMC,10.1038/srep14770,PMC4600972,26456228,2015-10-12
PMC,10.1097/MD.0000000000000821,PMC4602525,25950690,NA
PMC,10.1097/MD.0000000000000199,PMC4602810,25501073,NA
PMC,10.3389/fimmu.2015.00527,PMC4603245,26528289,2015-10-13
PMC,10.1038/srep15260,PMC4604480,26463557,2015-10-14
PMC,10.1186/s12985-015-0390-5,PMC4604616,26463646,2015-10-13
PMC,10.1186/s12879-015-1167-6,PMC4605092,26462473,2015-10-14
PMC,10.1111/irv.12346,PMC4605408,26289993,2015-08-20
PMC,10.1111/irv.12336,PMC4605411,26230490,2015-07-31
PMC,10.1111/irv.12345,PMC4605412,26271648,2015-08-14
PMC,10.1111/irv.12326,PMC4605413,25980749,2015-05-16
PMC,10.1186/s13584-015-0028-5,PMC4606524,26473026,2015-07-09
PMC,10.1186/s12985-015-0388-z,PMC4606902,26467854,2015-10-14
PMC,10.1371/journal.pone.0140674,PMC4607159,26469793,2015-10-15
PMC,10.1371/journal.pbio.1002276,PMC4608734,26474156,2015-10-16
PMC,10.1371/journal.pone.0140125,PMC4608777,26473733,2015-10-16
PMC,10.1155/2015/758362,PMC4609528,26504489,2015-10-01
PMC,10.3389/fimmu.2015.00520,PMC4609887,26539193,2015-10-19
PMC,10.1098/rsif.2015.0468,PMC4614486,26468065,2015-10-15
PMC,10.3389/fncel.2015.00423,PMC4615823,26557057,2015-10-23
PMC,10.1186/s40504-015-0030-2,PMC4617985,26497322,2015-10-24
PMC,10.1371/journal.pone.0140028,PMC4618063,26485302,2015-10-20
PMC,10.1371/journal.pone.0140651,PMC4618845,26484544,2015-10-20
PMC,10.1186/s12879-015-1189-0,PMC4618955,26493700,2015-10-22
PMC,10.1186/s12951-015-0119-z,PMC4619341,26498651,2015-10-24
PMC,10.1371/journal.pone.0135859,PMC4619498,26489048,2015-10-21
PMC,10.1186/s12985-015-0405-2,PMC4619528,26497487,2015-10-25
PMC,10.1186/s12890-015-0122-z,PMC4619990,26496721,2015-10-25
PMC,10.1038/srep15584,PMC4620442,26498473,2015-10-26
PMC,10.1186/s12879-015-1182-7,PMC4621863,26502873,2015-10-26
PMC,10.1371/journal.pone.0137679,PMC4621877,26444876,2015-10-07
PMC,NA,PMC4621896,26286963,NA
PMC,10.1371/journal.pone.0141836,PMC4624943,26510133,2015-10-28
PMC,10.1371/journal.pone.0141713,PMC4624987,26509697,2015-10-28
PMC,10.1371/journal.pone.0141356,PMC4625024,26509599,2015-10-28
PMC,10.1016/j.mex.2015.10.001,PMC4625113,26587386,2015-10-21
PMC,10.1186/s12985-015-0408-z,PMC4625558,26511714,2015-10-29
PMC,10.1186/s13567-015-0273-1,PMC4625562,26511922,2015-10-28
PMC,10.1186/s12879-015-1212-5,PMC4625855,26515409,2015-10-29
PMC,10.1371/journal.ppat.1005097,PMC4626028,26512988,2015-10-29
PMC,10.1371/journal.ppat.1005215,PMC4626112,26513244,2015-10-29
PMC,10.1128/genomeA.01284-15,PMC4626615,26514769,NA
PMC,10.3390/ijerph121013289,PMC4627031,26512679,NA
PMC,10.1371/journal.pone.0142020,PMC4627773,26517828,2015-10-30
PMC,10.7759/cureus.332,PMC4627829,26543690,2015-09-25
PMC,10.1186/s40064-015-1459-8,PMC4628130,26543787,2015-10-29
PMC,10.1038/srep15983,PMC4629162,26522006,2015-11-02
PMC,10.7554/eLife.09015,PMC4629279,26525597,NA
PMC,10.1038/srep16119,PMC4630784,26524966,2015-11-03
PMC,10.1186/s12985-015-0412-3,PMC4630909,26527529,2015-11-02
PMC,10.1186/s12953-015-0081-6,PMC4630911,26535029,2015-11-02
PMC,10.1099/vir.0.000058,PMC4631062,25614588,2015-01-23
PMC,10.1371/journal.pone.0141423,PMC4631512,26528909,2015-11-03
PMC,10.3390/v7102866,PMC4632374,26702461,2015-09-29
PMC,10.3390/v7102874,PMC4632382,26473912,2015-10-14
PMC,10.3390/v7102880,PMC4632388,26501313,2015-10-16
PMC,10.3390/v7102882,PMC4632390,26492264,2015-10-20
PMC,10.3390/v7102883,PMC4632391,26492266,2015-10-20
PMC,10.3390/v7102891,PMC4632399,26512689,NA
PMC,10.3390/v7102893,PMC4632401,26512690,NA
PMC,10.3390/v7102894,PMC4632402,26516899,2015-10-26
PMC,10.3390/nu7105423,PMC4632443,26506376,2015-10-22
PMC,10.3390/molecules20034610,PMC4633014,25774492,2015-03-12
PMC,10.1007/s00705-015-2592-y,PMC4635179,26347284,2015-09-08
PMC,10.1099/vir.0.000084,PMC4635486,25667330,2015-02-10
PMC,10.1099/vir.0.000071,PMC4635489,25626684,2015-01-28
PMC,10.1097/MD.0000000000001545,PMC4635751,26402811,NA
PMC,10.1371/journal.ppat.1005261,PMC4636366,26545254,2015-11-06
PMC,10.1371/journal.pone.0141545,PMC4636378,26544710,2015-11-06
PMC,10.1186/s12879-015-1232-1,PMC4636816,26546333,2015-11-06
PMC,10.1186/s13643-015-0131-2,PMC4636845,26546048,2015-11-05
PMC,10.1155/2015/873404,PMC4637105,26583158,2015-10-25
PMC,10.1155/2015/785634,PMC4637118,26583156,2015-10-25
PMC,NA,PMC4637277,26305720,NA
PMC,10.1177/1468018115599817,PMC4639828,26635498,2015-08-29
PMC,10.1177/1468018115599816,PMC4639831,26635496,2015-09-02
PMC,10.1177/1468018115599820,PMC4639834,26635500,2015-08-29
PMC,10.1371/journal.pone.0142745,PMC4640864,26555962,2015-11-10
PMC,10.12669/pjms.315.8017,PMC4641263,26648994,2015-09-16
PMC,10.1186/s12859-015-0817-4,PMC4641393,26554846,2015-11-10
PMC,10.1186/s12974-015-0426-1,PMC4642610,26559484,2015-11-11
PMC,10.1371/journal.ppat.1005263,PMC4643030,26562011,2015-11-12
PMC,10.1371/journal.pone.0141717,PMC4643994,26565810,2015-11-13
PMC,10.5811/westjem.2015.7.27915,PMC4644025,26587081,2015-11-10
PMC,10.1186/s12879-015-1251-y,PMC4644278,26567015,2015-11-13
PMC,10.3389/fncel.2015.00440,PMC4644801,26635525,2015-11-16
PMC,10.1186/s12866-015-0595-1,PMC4647581,26572227,2015-11-14
PMC,10.1186/s12985-015-0423-0,PMC4647588,26573723,2015-11-16
PMC,10.1186/s13756-015-0086-z,PMC4647822,26579222,2015-11-16
PMC,10.1371/journal.pone.0143152,PMC4648489,26576054,2015-11-17
PMC,10.1038/srep08517,PMC4649671,25687228,2015-02-17
PMC,10.1038/srep12727,PMC4649900,26224141,2015-07-30
PMC,10.1186/s13054-015-1120-5,PMC4650137,26577540,2015-11-11
PMC,10.1186/s12985-015-0404-3,PMC4650394,26577697,2015-11-14
PMC,10.1007/s11538-015-0109-1,PMC4651987,26403422,2015-09-24
PMC,10.1038/srep16961,PMC4652207,26581656,2015-11-19
PMC,NA,PMC4652962,26296976,NA
PMC,10.1186/s40064-015-1490-9,PMC4653124,26618098,2015-11-19
PMC,10.1186/s13567-015-0278-9,PMC4654902,26589292,2015-11-20
PMC,10.1186/s12911-015-0191-1,PMC4654920,26590158,2015-08-12
PMC,10.1038/srep17125,PMC4657084,26597768,2015-11-24
PMC,10.1186/s12974-015-0438-x,PMC4657197,26597582,2015-11-24
PMC,10.1186/s12985-015-0430-1,PMC4657318,26596553,2015-11-24
PMC,10.1186/s12985-015-0420-3,PMC4657351,26596270,2015-11-24
PMC,10.1371/journal.pone.0142841,PMC4658075,26599365,2015-11-24
PMC,10.1186/s12889-015-2508-5,PMC4658759,26603036,2015-11-24
PMC,10.1186/s12879-015-1081-y,PMC4659412,26271750,2015-08-13
PMC,10.1371/journal.pone.0143018,PMC4659623,26606755,2015-11-25
PMC,10.3389/fpubh.2015.00269,PMC4659912,26636066,2015-11-26
PMC,10.1590/0074-02760150154,PMC4660617,26560978,2015-11-07
PMC,10.1186/s13104-015-1695-6,PMC4660840,26608824,2015-11-25
PMC,10.3389/fpubh.2015.00251,PMC4663262,26649289,2015-11-30
PMC,10.1038/srep17228,PMC4663489,26615759,2015-11-30
PMC,10.3390/v7112912,PMC4664985,26569291,2015-11-13
PMC,10.3390/v7112915,PMC4664988,26610544,2015-11-24
PMC,10.1186/s12896-015-0223-z,PMC4666168,26625857,2015-12-01
PMC,10.1371/journal.pone.0143582,PMC4666652,26623646,2015-12-01
PMC,10.1155/2015/583040,PMC4667062,26664739,2015-11-18
PMC,10.1371/journal.pone.0143750,PMC4667879,26629822,2015-12-02
PMC,10.1371/journal.pone.0143944,PMC4668051,26630132,2015-12-02
PMC,10.1186/s40064-015-1552-z,PMC4668244,26693114,2015-12-02
PMC,10.1155/2015/372931,PMC4668314,26664149,2015-11-19
PMC,10.1038/srep17554,PMC4668369,26631542,2015-12-03
PMC,10.1371/journal.pone.0144171,PMC4670226,26636321,2015-12-04
PMC,10.3389/fpubh.2015.00264,PMC4670856,26697418,2015-12-07
PMC,10.1371/journal.pone.0144186,PMC4671710,26642055,2015-12-08
PMC,10.3389/fvets.2015.00001,PMC4672166,26664930,2015-02-26
PMC,10.3389/fvets.2015.00061,PMC4672283,26664988,2015-11-23
PMC,10.1186/s12864-015-2124-x,PMC4672546,26643810,2015-12-08
PMC,10.1371/journal.ppat.1005305,PMC4672902,26646420,2015-12-09
PMC,10.1186/s12985-015-0444-8,PMC4673751,26645066,2015-12-09
PMC,10.1371/journal.pone.0143036,PMC4674104,26650630,2015-12-10
PMC,10.3389/fimmu.2015.00619,PMC4674574,26697014,2015-12-13
PMC,10.1038/srep17965,PMC4674710,26659094,2015-12-10
PMC,10.1186/1471-2105-16-S17-S4,PMC4674898,26679008,NA
PMC,10.1371/journal.ppat.1005318,PMC4676609,26658574,2015-12-14
PMC,10.1038/srep17939,PMC4677302,26655882,2015-12-14
PMC,10.1371/journal.pone.0144868,PMC4682843,26658371,2015-12-14
PMC,10.3389/fmolb.2015.00071,PMC4683186,26734616,2015-12-18
PMC,10.1128/genomeA.01486-15,PMC4683238,26679593,NA
PMC,10.1186/s12879-015-1293-1,PMC4683816,26678835,2015-12-18
PMC,10.1186/s13020-015-0067-4,PMC4683977,26691584,2015-12-17
PMC,10.1186/s13104-015-1789-1,PMC4684610,26683322,2015-12-18
PMC,10.3389/fphar.2015.00296,PMC4686733,26733868,2015-12-22
PMC,10.3389/fncel.2015.00488,PMC4686739,26733813,2015-12-22
PMC,10.1038/srep18610,PMC4686887,26691585,2015-12-22
PMC,10.1186/s12985-015-0432-z,PMC4687117,26690088,2015-12-04
PMC,10.1186/s13040-015-0075-z,PMC4687140,26697116,2015-12-22
PMC,10.1186/s12985-015-0446-6,PMC4687146,26690369,2015-12-17
PMC,10.1186/s12985-015-0421-2,PMC4687282,26689811,2015-11-23
PMC,10.1186/s12977-015-0231-z,PMC4687292,26689419,2015-12-21
PMC,10.1186/s12985-015-0422-1,PMC4687304,26689940,2015-12-18
PMC,10.1186/s12985-015-0439-5,PMC4687373,26695637,2015-12-22
PMC,10.1186/s12917-015-0620-5,PMC4687383,26690238,2015-12-21
PMC,10.1111/irv.12348,PMC4687500,26369646,2015-09-15
PMC,10.1111/irv.12350,PMC4687501,26425787,2015-10-01
PMC,10.1371/journal.pone.0145447,PMC4687909,26696249,2015-12-22
PMC,10.1371/journal.pone.0145561,PMC4689477,26701103,2015-12-23
PMC,10.7717/peerj.1505,PMC4690341,26713252,2015-12-17
PMC,10.7717/peerj.1520,PMC4690358,26713259,2015-12-14
PMC,10.1186/s12909-015-0509-9,PMC4690434,26698562,2015-12-23
PMC,10.3390/v7122928,PMC4690853,26703711,2015-11-26
PMC,10.3390/v7122937,PMC4690861,26633467,2015-12-02
PMC,10.3390/v7122940,PMC4690864,26633469,2015-12-03
PMC,10.3390/v7122949,PMC4690872,26670245,2015-12-09
PMC,10.3390/v7122955,PMC4690878,26690467,2015-12-14
PMC,10.3390/v7122957,PMC4690880,26690469,2015-12-14
PMC,10.3390/v7122963,PMC4690886,26694449,2015-12-15
PMC,10.3390/v7122966,PMC4690889,26694452,2015-12-17
PMC,10.3390/ijms161226092,PMC4691039,26633355,2015-11-27
PMC,10.3390/ijms161226122,PMC4691069,26633378,2015-12-02
PMC,10.1371/journal.pone.0144818,PMC4692406,26709512,2015-12-28
PMC,10.1155/2015/367670,PMC4692990,26788019,2015-12-15
PMC,10.1002/mbo3.307,PMC4694137,26540018,2015-11-06
PMC,NA,PMC4694784,26284589,NA
PMC,10.3390/cells4040569,PMC4695847,26426055,2015-09-28
PMC,10.1186/s12889-015-2617-1,PMC4696140,26715066,2015-12-29
PMC,10.1186/s12917-015-0624-1,PMC4696200,26714453,2015-12-30
PMC,10.1186/s13620-015-0060-3,PMC4696222,26719792,2015-12-30
PMC,10.1186/s12859-015-0840-5,PMC4696252,26714571,2015-12-29
PMC,10.1186/s40168-015-0141-2,PMC4696304,26715467,2015-12-29
PMC,10.1186/s13073-015-0254-z,PMC4697326,26719100,2015-12-30
PMC,10.1186/s13567-015-0285-x,PMC4699368,26667229,2015-12-14
PMC,10.1186/s12931-015-0309-0,PMC4699375,26684827,2015-12-18
PMC,10.1007/s10393-015-1061-0,PMC4700077,26403795,2015-09-24
PMC,10.1007/s00441-015-2272-y,PMC4700079,26378009,2015-09-16
PMC,10.1186/s12985-015-0456-4,PMC4700614,26728778,2016-01-04
PMC,10.1371/journal.pone.0145957,PMC4701392,26731266,2016-01-05
PMC,10.5811/westjem.2015.10.28779,PMC4703159,26759639,2015-12-18
PMC,10.1186/s12879-015-1333-x,PMC4705698,26743673,2016-01-08
PMC,10.1371/journal.pone.0145620,PMC4706350,26745801,2016-01-08
PMC,10.1371/journal.pone.0146404,PMC4709057,26751211,2016-01-11
PMC,10.7554/eLife.11785,PMC4709267,26698106,NA
PMC,10.1038/srep19226,PMC4709637,26754177,2016-01-12
PMC,10.1186/s12874-015-0103-1,PMC4710022,26754746,2016-01-11
PMC,10.1186/s13104-015-1751-2,PMC4710041,26754836,2016-01-11
PMC,10.1371/journal.pone.0146211,PMC4710529,26757142,2016-01-12
PMC,10.1186/s13054-015-1157-5,PMC4711060,26757701,2016-01-13
PMC,10.1371/journal.ppat.1005373,PMC4711667,26730950,2016-01-05
PMC,10.1371/journal.pone.0146104,PMC4711668,26730596,2016-01-05
PMC,10.1186/s13023-016-0385-3,PMC4714422,26768987,2016-01-15
PMC,10.1186/s13578-015-0066-2,PMC4714431,26779333,2016-01-15
PMC,10.1371/journal.pone.0147316,PMC4714882,26771383,2016-01-15
PMC,10.1371/journal.pone.0146975,PMC4714894,26771312,2016-01-15
PMC,10.1038/emi.2015.73,PMC4715163,26632875,2015-12-02
PMC,10.3389/fmicb.2015.01552,PMC4717186,26834711,2016-01-19
PMC,10.1186/s12974-015-0407-4,PMC4717549,26785841,2016-01-19
PMC,10.1186/s12929-016-0223-x,PMC4717660,26786672,2016-01-19
PMC,10.1186/s12942-016-0032-1,PMC4719657,26790403,2016-01-20
PMC,10.1038/cddis.2015.360,PMC4720893,26673663,2015-12-17
PMC,10.1111/eva.12341,PMC4721077,26834828,2015-10-27
PMC,10.1007/s11434-015-0929-2,PMC4722072,26844006,2015-11-02
PMC,10.1186/s12929-016-0234-7,PMC4724099,26801988,2016-01-22
PMC,10.1038/srep19428,PMC4725901,26763587,2016-01-14
PMC,10.1371/journal.pone.0147994,PMC4726493,26808527,2016-01-25
PMC,10.1186/s13028-016-0190-y,PMC4727385,26810215,2016-01-25
PMC,10.1038/srep19840,PMC4728398,26813885,2016-01-27
PMC,10.3390/v8010006,PMC4728566,26712783,2015-12-28
PMC,10.3390/v8010023,PMC4728583,26797629,2016-01-18
PMC,10.1371/journal.ppat.1005411,PMC4729479,26816272,2016-01-27
PMC,10.1007/s13205-015-0352-z,PMC4729761,28330110,2016-01-27
PMC,10.3390/ani6010006,PMC4730123,26784239,2016-01-16
PMC,10.3390/ijms17010074,PMC4730318,26760998,2016-01-09
PMC,10.1186/s12917-016-0646-3,PMC4730773,26822375,2016-01-28
PMC,10.1371/journal.pone.0146054,PMC4731140,26821179,2016-01-28
PMC,10.1038/srep20022,PMC4731813,26822958,2016-01-29
PMC,10.1186/s12879-016-1373-x,PMC4731987,26825326,2016-01-29
PMC,10.1586/14760584.2016.1106942,PMC4732410,26524478,2015-11-02
PMC,10.1371/journal.pone.0147832,PMC4732599,26824897,2016-01-29
PMC,10.1038/srep19033,PMC4733049,26742696,2016-01-08
PMC,10.1371/journal.pone.0148184,PMC4734772,26828718,2016-02-01
PMC,10.1038/emi.2016.1,PMC4735056,26733380,2016-01-06
PMC,10.1186/s12985-016-0474-x,PMC4736488,26833249,2016-02-01
PMC,10.1093/nar/gkv1241,PMC4737148,26578603,2015-11-18
PMC,10.1371/journal.pone.0147982,PMC4739641,26840782,2016-02-03
PMC,10.2174/1874357901509010007,PMC4740969,26862355,2015-11-03
PMC,10.3389/fpls.2016.00054,PMC4742786,26904039,2016-02-05
PMC,10.1371/journal.pone.0148061,PMC4744020,26849644,2016-02-05
PMC,10.1371/journal.pone.0147373,PMC4744083,26824607,2016-01-29
PMC,10.1186/s12985-016-0479-5,PMC4744394,26852031,2016-02-06
PMC,10.1155/2013/168742,PMC4745450,26904723,2013-03-11
PMC,NA,PMC4745674,26356565,NA
PMC,10.3389/fmicb.2016.00119,PMC4746259,26903997,2016-02-09
PMC,10.3389/fmicb.2016.00089,PMC4746320,26903969,2016-02-09
PMC,10.1111/irv.12358,PMC4746556,26568369,2015-11-14
PMC,10.1111/irv.12353,PMC4746558,26493783,2015-10-23
PMC,10.1111/irv.12355,PMC4746564,26505742,2015-10-27
PMC,10.1111/irv.12354,PMC4746565,26505620,2015-10-27
PMC,10.1186/s13567-016-0313-5,PMC4746772,26857562,2016-02-09
PMC,10.1371/journal.pone.0148986,PMC4747489,26859666,2016-02-09
PMC,10.1371/journal.ppat.1005428,PMC4749181,26863439,2016-02-10
PMC,10.1186/s12879-016-1410-9,PMC4750209,26864562,2016-02-11
PMC,10.1186/s12859-016-0924-x,PMC4750353,26864798,2016-02-11
PMC,10.1371/journal.pone.0149237,PMC4750870,26867024,2016-02-11
PMC,10.1371/journal.pone.0148258,PMC4750950,26866481,2016-02-11
PMC,10.1371/journal.pone.0146599,PMC4752219,26872131,2016-02-12
PMC,10.1371/journal.pone.0149150,PMC4752298,26872358,2016-02-12
PMC,10.1371/journal.pone.0149064,PMC4752358,26871442,2016-02-12
PMC,10.1371/journal.pone.0149050,PMC4752512,26872335,2016-02-12
PMC,10.1186/s13069-016-0038-0,PMC4752740,26877767,2016-02-13
PMC,10.3389/fpubh.2016.00009,PMC4753292,26913278,2016-02-15
PMC,10.1038/srep20918,PMC4754693,26879383,2016-02-16
PMC,10.1038/srep21209,PMC4754756,26879887,2016-02-16
PMC,10.1186/s12985-016-0483-9,PMC4754816,26880191,2016-02-16
PMC,10.1186/s12985-016-0480-z,PMC4755023,26880103,2016-02-16
PMC,10.1155/2016/4621659,PMC4756178,26955391,2016-02-03
PMC,10.1371/journal.pone.0148506,PMC4757028,26885816,2016-02-17
PMC,10.3389/fped.2016.00005,PMC4757646,26925393,2016-02-18
PMC,10.1128/genomeA.00002-16,PMC4759056,26893409,NA
PMC,10.1371/journal.pone.0149468,PMC4760679,26894876,2016-02-19
PMC,10.1371/journal.pone.0149364,PMC4760941,26895072,2016-02-19
PMC,10.1186/s13567-016-0318-0,PMC4761149,26895704,2016-02-19
PMC,10.1371/journal.pone.0149651,PMC4762945,26901159,2016-02-22
PMC,10.1038/srep22044,PMC4763198,26902261,2016-02-23
PMC,10.1371/journal.pntd.0004456,PMC4764691,26901785,2016-02-22
PMC,10.1186/s12885-016-2197-1,PMC4765116,26911141,2016-02-24
PMC,10.1038/srep21845,PMC4766433,26912401,2016-02-25
PMC,10.1038/srep22008,PMC4766503,26911565,2016-02-25
PMC,10.1186/s12876-016-0442-3,PMC4766699,26917416,2016-02-25
PMC,10.1038/srep21662,PMC4768256,26916998,2016-02-26
PMC,10.1371/journal.pone.0149469,PMC4768946,26919741,2016-02-26
PMC,10.1371/journal.ppat.1005473,PMC4769073,26919232,2016-02-26
PMC,10.7554/eLife.09186,PMC4769159,26646185,NA
PMC,10.1186/s12889-016-2871-x,PMC4770534,26924178,2016-02-29
PMC,10.1186/s12889-016-2867-6,PMC4770707,26924026,2016-02-28
PMC,10.3390/nu8020090,PMC4772053,26891321,2016-02-16
PMC,10.1038/srep22420,PMC4772486,26926785,2016-03-01
PMC,10.1371/journal.pone.0149988,PMC4773072,26930074,2016-03-01
PMC,10.1371/journal.pone.0149132,PMC4773134,26930282,2016-03-01
PMC,10.1371/journal.pone.0145901,PMC4773180,26930487,2016-03-01
PMC,10.1155/2016/1937564,PMC4773556,26989331,2016-02-17
PMC,10.14202/vetworld.2015.147-155,PMC4774695,27047064,2015-02-10
PMC,10.14202/vetworld.2015.1088-1098,PMC4774778,27047204,2015-09-19
PMC,10.14202/vetworld.2015.1118-1125,PMC4774781,27047207,2015-09-22
PMC,10.1371/journal.ppat.1005474,PMC4774934,26933888,2016-03-02
PMC,10.1371/journal.pone.0150425,PMC4774967,26934728,2016-03-02
PMC,10.3389/fvets.2016.00019,PMC4776163,26973845,2016-03-03
PMC,10.3390/v8020034,PMC4776189,26848677,2016-02-03
PMC,10.3390/v8020042,PMC4776197,26867198,2016-02-09
PMC,10.3390/v8020050,PMC4776205,26907323,2016-02-12
PMC,10.3390/v8020053,PMC4776208,26907326,2016-02-19
PMC,10.1186/s12879-016-1437-y,PMC4776369,26936356,2016-03-02
PMC,10.5539/gjhs.v5n6p202,PMC4776884,24171889,2013-09-29
PMC,10.5539/gjhs.v4n2p95,PMC4777058,22980156,2012-03-01
PMC,10.1371/journal.pone.0150198,PMC4777420,26938459,2016-03-03
PMC,10.14202/vetworld.2015.33-37,PMC4777807,27046992,2015-01-13
PMC,10.1155/2016/5782942,PMC4779522,27022502,2016-02-21
PMC,10.1371/journal.pone.0150949,PMC4783106,26953891,2016-03-08
PMC,10.3389/fmicb.2016.00265,PMC4783413,27014197,2016-03-09
PMC,10.1186/s13029-016-0049-7,PMC4784407,26962326,2016-03-09
PMC,10.1186/s12985-016-0497-3,PMC4784446,26955947,2016-03-09
PMC,10.1371/journal.pone.0150713,PMC4784897,26958855,2016-03-09
PMC,10.1038/srep23014,PMC4785336,26960434,2016-03-10
PMC,10.1371/journal.pone.0150861,PMC4786309,26963721,2016-03-10
PMC,10.1371/journal.pone.0151151,PMC4786328,26963397,2016-03-10
PMC,10.1371/journal.pone.0151199,PMC4788423,26967644,2016-03-11
PMC,10.1186/s12917-016-0674-z,PMC4788872,26968372,2016-03-12
PMC,10.3389/fmicb.2016.00313,PMC4789553,27014235,2016-03-14
PMC,10.3389/fvets.2016.00018,PMC4789556,27014703,2016-03-14
PMC,10.1038/srep22952,PMC4789732,26972799,2016-03-14
PMC,10.1007/s13238-015-0238-1,PMC4791421,26825808,2016-01-29
PMC,10.2471/BLT.16.172650,PMC4794312,27034513,NA
PMC,10.1128/JVI.02827-15,PMC4794670,26792742,NA
PMC,10.1186/s12575-016-0038-x,PMC4797170,26997919,2016-03-18
PMC,10.1186/s13567-016-0331-3,PMC4797253,26988085,2016-03-18
PMC,10.1186/2197-425X-3-S1-A732,PMC4798186,NA,NA
PMC,10.1371/journal.ppat.1005493,PMC4798720,26991092,2016-03-18
PMC,10.1093/emph/eow007,PMC4801059,26884414,2016-02-17
PMC,10.1186/s12985-016-0506-6,PMC4802911,27004689,2016-03-22
PMC,10.3389/fmicb.2016.00329,PMC4803743,27047456,2016-03-23
PMC,10.5539/gjhs.v8n1p90,PMC4803979,26234993,2015-05-22
PMC,10.1186/s12916-016-0566-x,PMC4804562,27005433,2016-02-08
PMC,10.1371/journal.pone.0152140,PMC4805210,27008267,2016-03-23
PMC,10.1371/journal.pone.0151980,PMC4805262,27007974,2016-03-23
PMC,10.1371/journal.pone.0150666,PMC4805265,27008628,2016-03-23
PMC,10.3389/fimmu.2016.00089,PMC4805583,27047489,2016-03-24
PMC,10.1371/journal.ppat.1005501,PMC4806877,27010636,2016-03-24
PMC,10.1371/journal.pone.0152102,PMC4807104,27010368,2016-03-24
PMC,10.1128/mBio.00346-16,PMC4807365,27006455,NA
PMC,10.2188/jea.JE20160010,PMC4808683,26947953,NA
PMC,10.3390/biom6010002,PMC4808796,26751489,2016-01-06
PMC,10.3390/ijerph13030253,PMC4808916,26927140,2016-02-24
